inspection_id,container_no_raw,inspection_time,facility,damage_code,component,severity,estimated_cost,currency,inspector_id,photo_ref,remarks,source
INSP5950138,CXDU3665150,2026-01-09T05:19:00.000000,CT02-C-20-4,D2,ROOF,NO_DEFECT,158.72,USD,EMP148,img_4007.jpg,Scratches,paper_form
INSP8353811,TCNU5404234,2026-01-24T07:18:06.397694,CT03-Depot,D1,ROOF,MINOR,295.87,USD,EMP396,img_4338.jpg,Hole found,tablet
INSP5088236,TCNU5404234,2026-01-17T12:01:00.000000,CT03-A-01-1,D2,SIDE,MINOR,337.84,USD,EMP775,img_2793.jpg,Hole found,mobile_app
INSP4395707,TCNU5404234,2026-01-24T19:38:00.000000,CT02-C-20-4,D1,FLOOR,NO_DEFECT,309.78,USD,EMP597,img_2292.jpg,Scratches,tablet
INSP9928395,PONU4495114,2026-01-17T08:34:00.000000,CT01-B-05-2,BR,FRAME,MAJOR,145.49,USD,EMP827,img_2324.jpg,,paper_form
INSP5597226,PONU4495114,2026-01-16T23:20:48.331606,CT01-A-12-1,D1,SIDE,MAJOR,180.08,USD,EMP232,img_4970.jpg,Scratches,paper_form
INSP7735736,PONU4495114,2026-01-16T01:15:58.155071,CT01-A-12-1,SC,SIDE,NO_DEFECT,212.26,USD,EMP957,img_3417.jpg,,tablet
INSP6490112,CXDU8166953,2025-12-28T09:09:00.000000,CT04-B-10-3,BR,ROOF,MAJOR,404.67,USD,EMP889,img_8973.jpg,Bent frame,paper_form
INSP4738144,CXDU8166953,2025-12-30T05:56:00.000000,CT04-B-10-3,D1,FLOOR,NO_DEFECT,322.35,USD,EMP599,img_5213.jpg,Scratches,tablet
INSP4619986,MSCU9444952,2025-12-29T20:45:00.000000,CT04-B-10-3,SC,FLOOR,NO_DEFECT,395.26,USD,EMP330,img_7068.jpg,,tablet
INSP3364877,MSCU9444952,2025-12-28T19:12:00.000000,CT03-Depot,FL,FRAME,NO_DEFECT,226.83,USD,EMP411,img_7210.jpg,,mobile_app
INSP1248460,HLCU3680207,2026-01-19T03:46:06.071744,CT01-A-12-1,D1,DOOR,MAJOR,186.53,USD,EMP453,img_8426.jpg,,tablet
INSP4022438,HLCU3680207,2026-01-22T07:41:00.000000,CT03-Depot,H1,FRAME,CRITICAL,265.2,USD,EMP240,img_5337.jpg,,paper_form
INSP3838442,HLCU3680207,2026-01-22T07:41:00.000000,CT03-A-01-1,FL,ROOF,NO_DEFECT,184.23,USD,EMP621,img_7913.jpg,,mobile_app
INSP2409584,PONU1392266,2026-01-02T07:43:00.000000,CT04-Terminal,BR,FLOOR,CRITICAL,356.9,USD,EMP728,img_4061.jpg,Bent frame,tablet
INSP5050589,PONU1392266,2026-01-01T15:49:00.000000,CT03-A-01-1,SC,DOOR,MAJOR,442.59,USD,EMP360,img_9359.jpg,Hole found,mobile_app
INSP4197440,HLCU8478156,2026-01-18T15:10:00.000000,CT02-Yard-B,BR,DOOR,MAJOR,458.75,USD,EMP206,img_1983.jpg,,tablet
INSP8992727,HLCU8478156,2026-01-21T09:39:04.320720,CT03-A-01-1,SC,FLOOR,MAJOR,273.09,USD,EMP840,img_7808.jpg,,paper_form
INSP5376274,HLCU8478156,2026-01-20T04:06:34.235705,CT04-Terminal,D2,SIDE,NO_DEFECT,190.36,USD,EMP766,img_2515.jpg,,mobile_app
INSP8441766,HLCU8478156,2026-01-22T13:32:00.000000,CT01-B-05-2,FL,FLOOR,MINOR,348.86,USD,EMP970,img_9459.jpg,Bent frame,tablet
INSP9072523,HLCU8478156,2026-01-18T16:16:04.060676,CT01-Yard-A,FL,FRAME,CRITICAL,381.58,USD,EMP874,img_3307.jpg,Scratches,paper_form
INSP4850226,TCNU6355529,2026-01-20T05:01:34.574493,CT01-Yard-A,SC,FLOOR,MAJOR,393.76,USD,EMP487,img_2157.jpg,,mobile_app
INSP5374016,TCNU6355529,2026-01-17T18:26:27.460578,CT02-C-20-4,D2,SIDE,NO_DEFECT,164.24,USD,EMP889,img_7363.jpg,Hole found,tablet
INSP9821251,TCNU6355529,2026-01-21T14:03:06.430407,CT03-Depot,FL,FRAME,NO_DEFECT,498.64,USD,EMP812,img_5319.jpg,Scratches,tablet
INSP2713134,TCNU6355529,2026-01-21T22:42:00.000000,CT04-B-10-3,BR,ROOF,MAJOR,,USD,EMP703,img_4255.jpg,Scratches,mobile_app
INSP6997724,TCNU5277105,2026-01-22T18:34:00.000000,CT02-Yard-B,D2,FLOOR,NO_DEFECT,446.75,USD,EMP825,img_3250.jpg,,mobile_app
INSP6960084,TCNU5277105,2026-01-22T18:33:00.000000,CT01-A-12-1,D2,FRAME,MAJOR,295.79,USD,EMP259,img_8238.jpg,Hole found,paper_form
INSP9350986,PONU7932862,2026-01-12T07:48:00.000000,CT04-Terminal,H1,FRAME,NO_DEFECT,123.45,USD,EMP609,img_6979.jpg,Scratches,paper_form
INSP7486142,PONU7932862,2026-01-17T15:24:00.000000,CT01-Yard-A,BR,ROOF,MAJOR,,USD,EMP177,img_6096.jpg,Scratches,mobile_app
INSP8422668,PONU7932862,2026-01-16T06:55:03.529411,CT03-A-01-1,D2,DOOR,MINOR,132.82,USD,EMP280,img_1258.jpg,,mobile_app
INSP1840680,PONU7848393,2026-01-01T23:01:56.397507,CT02-Yard-B,H1,ROOF,CRITICAL,96.71,USD,EMP861,img_5521.jpg,Hole found,mobile_app
INSP8695467,PONU7848393,2026-01-02T20:57:00.000000,CT04-B-10-3,D1,DOOR,NO_DEFECT,180.56,USD,EMP470,img_1607.jpg,,paper_form
INSP6145016,PONU7848393,2026-01-01T10:33:56.979874,CT01-A-12-1,D1,DOOR,NO_DEFECT,493.43,USD,EMP456,img_6159.jpg,Scratches,mobile_app
INSP5099783,TCNU8532750,2026-01-15T21:32:00.000000,CT02-C-20-4,D2,FRAME,NO_DEFECT,,USD,EMP342,img_7781.jpg,,paper_form
INSP7586459,TCNU8532750,2026-01-07T16:51:00.000000,CT03-Depot,D2,DOOR,MINOR,163.64,USD,EMP236,img_6805.jpg,Bent frame,tablet
INSP3329894,HLCU3706674,2026-01-20T01:38:00.000000,CT04-B-10-3,D2,ROOF,MAJOR,,USD,EMP963,img_9651.jpg,Scratches,mobile_app
INSP9402845,HLCU3706674,2026-01-25T00:58:00.000000,CT04-B-10-3,SC,SIDE,CRITICAL,159.16,USD,EMP899,img_4319.jpg,Scratches,tablet
INSP7751594,CXDU9897855,2026-01-10T13:37:00.000000,CT01-A-12-1,FL,DOOR,MINOR,234.69,USD,EMP650,img_2220.jpg,Scratches,tablet
INSP1262997,CXDU9897855,2026-01-21T08:18:00.000000,CT01-A-12-1,FL,SIDE,NO_DEFECT,484.34,USD,EMP372,img_9350.jpg,,mobile_app
INSP3716105,MSCU4135582,2025-12-26T14:39:00.000000,CT01-B-05-2,BR,ROOF,MINOR,267.8,USD,EMP712,img_4820.jpg,Hole found,tablet
INSP9449980,MSCU4135582,2026-01-04T15:46:00.000000,CT03-Depot,D2,ROOF,MAJOR,279.54,USD,EMP873,img_2483.jpg,Bent frame,paper_form
INSP4701993,TCNU4916549,2026-01-16T00:28:00.000000,CT01-Yard-A,H1,DOOR,NO_DEFECT,418.67,USD,EMP713,img_7505.jpg,Bent frame,mobile_app
INSP8545628,TCNU4916549,2026-01-16T00:28:00.000000,CT02-Yard-B,BR,SIDE,MAJOR,343.28,USD,EMP277,img_6264.jpg,Bent frame,mobile_app
INSP3672987,TCNU4916549,2026-01-15T08:28:14.729205,CT03-A-01-1,SC,ROOF,MAJOR,237.23,USD,EMP364,img_6400.jpg,Scratches,tablet
INSP2909533,PONU2086687,2026-01-23T10:32:00.000000,CT04-B-10-3,D2,FLOOR,NO_DEFECT,290,USD,EMP103,img_9232.jpg,,mobile_app
INSP5709713,PONU2086687,2026-01-19T10:32:00.000000,CT01-Yard-A,D1,FLOOR,MINOR,291.32,USD,EMP765,img_1928.jpg,Scratches,tablet
INSP3371180,TCNU1325489,2025-12-31T15:49:20.397221,CT03-A-01-1,SC,SIDE,MINOR,223.34,USD,EMP108,img_8763.jpg,,paper_form
INSP6369765,TCNU1325489,2025-12-21T21:13:00.000000,CT01-B-05-2,BR,SIDE,NO_DEFECT,68.48,USD,EMP350,img_1732.jpg,Bent frame,paper_form
INSP9562211,TCNU1325489,2026-01-03T19:52:00.000000,CT01-A-12-1,FL,DOOR,MAJOR,454.79,USD,EMP697,img_8053.jpg,,paper_form
INSP1180620,MSCU8367372,2026-01-19T20:39:28.724333,CT04-Terminal,FL,FRAME,MINOR,148.3,USD,EMP808,img_2383.jpg,Scratches,tablet
INSP1575883,MSCU8367372,2026-01-19T22:49:00.000000,CT01-Yard-A,FL,DOOR,MINOR,73.52,USD,EMP605,img_9889.jpg,,tablet
INSP3474682,MSCU8367372,2026-01-19T09:31:00.000000,CT03-Depot,H1,DOOR,NO_DEFECT,,USD,EMP951,img_1986.jpg,,paper_form
INSP3030085,MSCU1341241,2026-01-02T05:39:00.000000,CT01-A-12-1,BR,DOOR,CRITICAL,435.61,USD,EMP811,img_5120.jpg,Bent frame,mobile_app
INSP8810476,MSCU1341241,2026-01-01T09:11:36.954132,CT02-Yard-B,SC,FRAME,MINOR,,USD,EMP378,img_6364.jpg,Hole found,mobile_app
INSP5471019,MSCU1341241,2026-01-02T05:39:00.000000,CT02-C-20-4,BR,FRAME,CRITICAL,132.75,USD,EMP989,img_9699.jpg,Bent frame,paper_form
INSP6864343,CXDU3599749,2026-01-05T06:14:00.000000,CT04-Terminal,D1,ROOF,MAJOR,359.26,USD,EMP994,img_4058.jpg,Scratches,mobile_app
INSP9216943,CXDU3599749,2026-01-21T21:55:00.000000,CT01-Yard-A,SC,SIDE,MINOR,84.35,USD,EMP325,img_8750.jpg,,paper_form
INSP4285228,CXDU3599749,2026-01-10T08:06:30.667267,CT01-B-05-2,D2,DOOR,NO_DEFECT,152.56,USD,EMP537,img_5790.jpg,,tablet
INSP2554779,MSCU7803093,2025-12-20T16:28:00.000000,CT04-Terminal,D2,ROOF,NO_DEFECT,234.94,USD,EMP336,img_6892.jpg,,tablet
INSP5563055,MSCU7803093,2025-12-20T04:01:00.000000,CT03-A-01-1,D1,SIDE,MINOR,102.85,USD,EMP905,img_2732.jpg,,mobile_app
INSP6876241,HLCU7388031,2026-01-01T15:26:00.000000,CT04-B-10-3,D1,FRAME,MAJOR,183.58,USD,EMP489,img_1090.jpg,,mobile_app
INSP9772965,HLCU7388031,2025-12-24T04:37:00.000000,CT01-B-05-2,H1,SIDE,MAJOR,148.34,USD,EMP808,img_1611.jpg,Scratches,tablet
INSP7161740,TCNU2474101,2026-01-23T02:41:00.000000,CT03-Depot,D1,DOOR,NO_DEFECT,96.12,USD,EMP676,img_2438.jpg,,paper_form
INSP3148834,TCNU2474101,2026-01-18T15:16:40.393137,CT01-B-05-2,SC,FRAME,CRITICAL,489.24,USD,EMP687,img_4375.jpg,Bent frame,paper_form
INSP3813427,TCNU2474101,2026-01-23T02:41:00.000000,CT04-Terminal,FL,ROOF,NO_DEFECT,77.42,USD,EMP734,img_3217.jpg,,mobile_app
INSP2972452,MSCU9870755,2025-12-28T22:35:01.806853,CT03-A-01-1,BR,DOOR,NO_DEFECT,196.96,USD,EMP157,img_1737.jpg,Bent frame,paper_form
INSP7533724,MSCU9870755,2025-12-28T22:46:00.000000,CT01-Yard-A,H1,FLOOR,MAJOR,273.09,USD,EMP832,img_2719.jpg,Hole found,mobile_app
INSP6228266,MSCU9870755,2025-12-21T14:42:00.000000,CT04-B-10-3,H1,ROOF,NO_DEFECT,66.13,USD,EMP211,img_1142.jpg,Hole found,mobile_app
INSP4732529,MSCU2238640,2026-01-24T02:48:00.000000,CT04-B-10-3,BR,SIDE,MAJOR,457.76,USD,EMP542,img_1447.jpg,Scratches,mobile_app
INSP1227168,MSCU2238640,2026-01-24T02:48:00.000000,CT02-Yard-B,FL,ROOF,NO_DEFECT,446.32,USD,EMP158,img_3319.jpg,,tablet
INSP1669027,MSCU2238640,2026-01-20T19:14:00.000000,CT02-C-20-4,D1,SIDE,NO_DEFECT,237.78,USD,EMP331,img_5073.jpg,Scratches,mobile_app
INSP1269552,MSCU2238640,2026-01-23T04:55:39.321068,CT01-B-05-2,D1,ROOF,NO_DEFECT,,USD,EMP743,img_8034.jpg,,mobile_app
INSP3218152,TCNU3110025,2026-01-08T23:46:00.000000,CT01-Yard-A,FL,SIDE,CRITICAL,162.63,USD,EMP253,img_3801.jpg,,tablet
INSP6661812,TCNU3110025,2025-12-31T16:37:00.000000,CT02-C-20-4,SC,DOOR,NO_DEFECT,60.23,USD,EMP701,img_6705.jpg,,tablet
INSP7469724,HLCU1955999,2025-12-29T06:35:00.000000,CT02-C-20-4,FL,DOOR,NO_DEFECT,254.59,USD,EMP261,img_3792.jpg,,mobile_app
INSP1450609,HLCU1955999,2025-12-29T06:36:00.000000,CT02-Yard-B,FL,ROOF,MAJOR,291.6,USD,EMP609,img_1917.jpg,,paper_form
INSP8194009,HLCU1955999,2025-12-29T06:35:56.623642,CT01-B-05-2,BR,ROOF,CRITICAL,87.77,USD,EMP284,img_4918.jpg,Scratches,mobile_app
INSP7324075,CXDU8536261,2026-01-05T08:14:13.298615,CT04-B-10-3,D1,FLOOR,CRITICAL,363.14,USD,EMP487,img_8712.jpg,Hole found,paper_form
INSP5529085,CXDU8536261,2026-01-08T09:43:00.000000,CT03-Depot,D1,FLOOR,MINOR,404.18,USD,EMP471,img_7852.jpg,Scratches,paper_form
INSP9221583,CXDU8536261,2026-01-08T09:43:00.000000,CT04-Terminal,FL,FRAME,NO_DEFECT,90.9,USD,EMP878,img_8409.jpg,,paper_form
INSP9631111,CXDU9064276,2026-01-04T21:53:01.723052,CT01-A-12-1,SC,DOOR,MINOR,375.57,USD,EMP294,img_9205.jpg,,tablet
INSP2997862,CXDU9064276,2026-01-05T01:02:38.355625,CT02-Yard-B,BR,ROOF,CRITICAL,172.75,USD,EMP476,img_3273.jpg,Scratches,tablet
INSP6733987,CXDU9064276,2026-01-05T02:43:00.000000,CT04-B-10-3,BR,SIDE,NO_DEFECT,,USD,EMP349,img_6640.jpg,,mobile_app
INSP4568148,CXDU9064276,2026-01-04T23:22:13.906823,CT03-Depot,H1,FRAME,MINOR,175.72,USD,EMP869,img_3821.jpg,Bent frame,mobile_app
INSP7422577,PONU3850100,2026-01-09T10:21:00.000000,CT02-Yard-B,FL,FRAME,MINOR,150.56,USD,EMP648,img_9727.jpg,,mobile_app
INSP9482731,PONU3850100,2026-01-09T10:21:00.000000,CT03-Depot,SC,SIDE,NO_DEFECT,207.88,USD,EMP352,img_1991.jpg,Hole found,paper_form
INSP6752489,MSCU6705090,2026-01-14T07:59:00.000000,CT01-B-05-2,D1,FRAME,MAJOR,377.11,USD,EMP805,img_1303.jpg,,tablet
INSP7508154,MSCU6705090,2026-01-16T02:09:00.000000,CT03-Depot,FL,SIDE,CRITICAL,230.74,USD,EMP215,img_6370.jpg,Hole found,paper_form
INSP4822906,HLCU6832372,2026-01-21T19:06:00.000000,CT01-Yard-A,FL,DOOR,CRITICAL,283.68,USD,EMP244,img_9638.jpg,,paper_form
INSP3037117,HLCU6832372,2026-01-21T07:30:58.496545,CT01-B-05-2,D2,FRAME,MAJOR,359.17,USD,EMP884,img_4040.jpg,Hole found,paper_form
INSP8101959,HLCU6832372,2026-01-20T10:04:00.000000,CT04-B-10-3,D2,ROOF,MAJOR,394.61,USD,EMP441,img_9527.jpg,,mobile_app
INSP8755386,MSCU5184445,2026-01-07T10:26:00.000000,CT02-Yard-B,D2,ROOF,CRITICAL,86.96,USD,EMP323,img_1797.jpg,Bent frame,paper_form
INSP3097044,PONU6766315,2026-01-15T22:10:45.786679,CT02-C-20-4,D2,ROOF,CRITICAL,149.91,USD,EMP327,img_5729.jpg,Hole found,tablet
INSP7493618,PONU6766315,2026-01-14T17:06:00.000000,CT04-Terminal,BR,SIDE,MINOR,50.75,USD,EMP846,img_8617.jpg,,mobile_app
INSP8953427,PONU6766315,2026-01-17T18:41:00.000000,CT02-Yard-B,D2,DOOR,MAJOR,480.29,USD,EMP967,img_2734.jpg,Hole found,mobile_app
INSP8142290,TCNU2118356,2026-01-14T11:26:00.000000,CT02-Yard-B,H1,FRAME,MINOR,332.93,USD,EMP996,img_4528.jpg,Hole found,mobile_app
INSP2963480,TCNU2118356,2026-01-14T11:26:00.000000,CT01-A-12-1,D1,FRAME,NO_DEFECT,329.2,USD,EMP936,img_2722.jpg,Scratches,mobile_app
INSP6726741,TCNU9013698,2026-01-11T01:22:07.304066,CT01-B-05-2,H1,SIDE,CRITICAL,446.14,USD,EMP584,img_8441.jpg,,mobile_app
INSP5557912,TCNU9013698,2026-01-11T04:38:00.000000,CT03-Depot,SC,DOOR,CRITICAL,84.41,USD,EMP671,img_7971.jpg,,mobile_app
INSP3018712,TCNU9013698,2026-01-02T23:28:47.347158,CT01-Yard-A,D1,SIDE,MAJOR,215.27,USD,EMP611,img_2421.jpg,,tablet
INSP2770465,TCNU9013698,2025-12-26T09:50:00.000000,CT01-A-12-1,SC,DOOR,MINOR,130.9,USD,EMP589,img_2451.jpg,Scratches,paper_form
INSP2952791,TCNU7174527,2026-01-23T17:41:16.935071,CT04-Terminal,SC,FRAME,CRITICAL,220.37,USD,EMP245,img_1483.jpg,Scratches,tablet
INSP2699415,TCNU7174527,2026-01-23T17:41:00.000000,CT01-B-05-2,SC,ROOF,MAJOR,363.57,USD,EMP423,img_8388.jpg,Hole found,paper_form
INSP2637362,TCNU7174527,2026-01-23T17:41:26.765744,CT03-Depot,SC,ROOF,CRITICAL,,USD,EMP897,img_3447.jpg,,paper_form
INSP1737657,TCNU7174527,2026-01-23T17:41:41.507537,CT02-C-20-4,BR,SIDE,MINOR,131.45,USD,EMP398,img_1596.jpg,Bent frame,paper_form
INSP2641756,TCNU7174527,2026-01-23T17:41:22.575222,CT03-A-01-1,H1,FRAME,NO_DEFECT,115.1,USD,EMP374,img_7053.jpg,Bent frame,mobile_app
INSP7502692,TCNU7174527,2026-01-23T17:41:33.641125,CT01-A-12-1,BR,SIDE,NO_DEFECT,426.46,USD,EMP273,img_8466.jpg,Bent frame,tablet
INSP4922770,TCNU7174527,2026-01-23T17:42:00.000000,CT03-Depot,D1,FLOOR,NO_DEFECT,356.48,USD,EMP204,img_3891.jpg,,paper_form
INSP4290691,TCNU7174527,2026-01-23T17:41:24.348885,CT04-B-10-3,D1,SIDE,MINOR,159.75,USD,EMP402,img_1978.jpg,Hole found,paper_form
INSP5852754,CXDU2866422,2026-01-07T01:38:00.000000,CT02-C-20-4,FL,DOOR,CRITICAL,50.53,USD,EMP514,img_6010.jpg,,mobile_app
INSP4009712,CXDU2866422,2026-01-04T02:35:51.358809,CT02-C-20-4,H1,ROOF,MINOR,64.42,USD,EMP357,img_3195.jpg,,tablet
INSP5298440,CXDU2866422,2026-01-04T04:03:58.885798,CT03-Depot,D2,ROOF,MINOR,439.11,USD,EMP441,img_3292.jpg,Scratches,paper_form
INSP1825868,CXDU2866422,2026-01-07T01:38:00.000000,CT02-C-20-4,D2,FRAME,MINOR,102.15,USD,EMP604,img_1719.jpg,Bent frame,tablet
INSP6228008,HLCU6793535,2026-01-12T17:54:00.000000,CT01-A-12-1,SC,DOOR,MINOR,397.71,USD,EMP190,img_8185.jpg,Scratches,mobile_app
INSP1660290,HLCU6793535,2025-12-20T22:55:00.000000,CT03-A-01-1,D2,SIDE,MINOR,348.64,USD,EMP127,img_7604.jpg,Bent frame,mobile_app
INSP3440919,PONU1544130,2026-01-17T16:53:00.000000,CT02-Yard-B,FL,FLOOR,MINOR,485.78,USD,EMP225,img_1735.jpg,,tablet
INSP4955648,PONU1544130,2025-12-20T10:10:00.000000,CT01-Yard-A,D2,ROOF,CRITICAL,271.61,USD,EMP521,img_1503.jpg,,mobile_app
INSP9014627,PONU1544130,2026-01-05T14:56:35.376233,CT03-A-01-1,H1,DOOR,MAJOR,122.51,USD,EMP843,img_7859.jpg,,tablet
INSP1120731,HLCU9500230,2026-01-03T06:11:00.000000,CT01-A-12-1,FL,ROOF,NO_DEFECT,88.32,USD,EMP206,img_4105.jpg,Scratches,tablet
INSP6949199,HLCU9500230,2026-01-01T22:47:00.000000,CT02-C-20-4,D1,FRAME,MAJOR,70.92,USD,EMP118,img_7127.jpg,Bent frame,mobile_app
INSP3393276,TCNU4699300,2026-01-01T02:27:00.000000,CT01-B-05-2,D1,ROOF,MINOR,283.96,USD,EMP990,img_4645.jpg,Hole found,tablet
INSP7688886,TCNU4699300,2026-01-01T02:27:00.000000,CT03-A-01-1,FL,SIDE,MAJOR,134.42,USD,EMP747,img_8603.jpg,,mobile_app
INSP4714937,PONU5595355,2026-01-23T02:50:00.000000,CT02-Yard-B,FL,ROOF,NO_DEFECT,109.27,USD,EMP421,img_6711.jpg,Bent frame,paper_form
INSP7401921,PONU5595355,2026-01-23T02:50:00.000000,CT02-C-20-4,D2,SIDE,CRITICAL,199.82,USD,EMP179,img_4255.jpg,Scratches,paper_form
INSP3683163,TCNU4183606,2026-01-01T14:20:00.000000,CT02-Yard-B,H1,FLOOR,MINOR,345.65,USD,EMP907,img_8169.jpg,,paper_form
INSP7942182,TCNU4183606,2026-01-12T02:24:07.951149,CT03-Depot,SC,DOOR,CRITICAL,354.02,USD,EMP749,img_1482.jpg,,tablet
INSP7252430,TCNU4183606,2026-01-18T19:24:00.000000,CT04-B-10-3,SC,FLOOR,MAJOR,433.53,USD,EMP523,img_2070.jpg,,paper_form
INSP2233790,HLCU8144104,2026-01-04T02:42:00.000000,CT01-Yard-A,H1,SIDE,MAJOR,438.05,USD,EMP414,img_4003.jpg,Bent frame,tablet
INSP6941678,HLCU8144104,2026-01-04T02:42:00.000000,CT01-B-05-2,D2,FRAME,MINOR,439.48,USD,EMP942,img_5630.jpg,,tablet
INSP6244379,PONU2828458,2026-01-24T02:53:00.000000,CT01-A-12-1,BR,DOOR,MAJOR,316.17,USD,EMP396,img_3230.jpg,,tablet
INSP4119751,PONU2828458,2026-01-24T02:53:00.000000,CT01-B-05-2,SC,FRAME,CRITICAL,329.67,USD,EMP473,img_5804.jpg,,tablet
INSP8589423,PONU2828458,2026-01-21T09:37:51.512790,CT04-B-10-3,H1,FLOOR,NO_DEFECT,405.04,USD,EMP235,img_3096.jpg,,mobile_app
INSP1727382,HLCU3651923,2026-01-21T08:38:00.000000,CT02-Yard-B,H1,FRAME,MAJOR,240.47,USD,EMP572,img_3776.jpg,,tablet
INSP5807840,HLCU3651923,2026-01-22T13:58:00.000000,CT04-Terminal,SC,FLOOR,NO_DEFECT,118.51,USD,EMP287,img_2576.jpg,Hole found,mobile_app
INSP2831583,TCNU7811131,2026-01-09T11:31:00.000000,CT03-A-01-1,SC,DOOR,MINOR,417.89,USD,EMP673,img_5629.jpg,Hole found,tablet
INSP2134505,TCNU7811131,2026-01-09T11:31:00.000000,CT02-Yard-B,FL,SIDE,MAJOR,254.13,USD,EMP752,img_4224.jpg,Hole found,paper_form
INSP1331542,PONU6915746,2026-01-18T15:21:00.000000,CT01-Yard-A,H1,DOOR,NO_DEFECT,219.9,USD,EMP277,img_4231.jpg,,mobile_app
INSP2820668,PONU6915746,2026-01-19T10:53:00.000000,CT03-A-01-1,SC,DOOR,MAJOR,420.11,USD,EMP416,img_4353.jpg,,tablet
INSP5819054,PONU1234316,2026-01-07T21:49:00.000000,CT04-B-10-3,BR,SIDE,MAJOR,72.07,USD,EMP473,img_6843.jpg,,paper_form
INSP1262849,PONU1234316,2026-01-06T21:36:00.000000,CT03-Depot,H1,SIDE,MINOR,124.4,USD,EMP232,img_7937.jpg,Hole found,paper_form
INSP9872469,PONU1234316,2026-01-07T09:58:49.840283,CT02-Yard-B,D1,FRAME,MINOR,222.58,USD,EMP617,img_3923.jpg,,mobile_app
INSP9193717,HLCU2906604,2025-12-29T20:35:00.000000,CT03-Depot,SC,SIDE,NO_DEFECT,292.44,USD,EMP797,img_7189.jpg,Hole found,paper_form
INSP5582969,HLCU2906604,2026-01-04T18:17:00.000000,CT04-B-10-3,H1,FRAME,MAJOR,476.27,USD,EMP784,img_8998.jpg,,paper_form
INSP6359364,TCNU4811843,2026-01-22T00:40:00.000000,CT01-Yard-A,FL,SIDE,MINOR,180.05,USD,EMP273,img_9502.jpg,Hole found,paper_form
INSP8152647,TCNU4811843,2026-01-22T00:40:00.000000,CT02-C-20-4,BR,FLOOR,MINOR,303.72,USD,EMP374,img_1801.jpg,Bent frame,tablet
INSP4714019,CXDU4387467,2026-01-09T02:13:05.207937,CT04-B-10-3,H1,SIDE,MAJOR,125.87,USD,EMP146,img_2290.jpg,,tablet
INSP5277544,CXDU4387467,2026-01-09T15:17:00.000000,CT01-A-12-1,BR,DOOR,MINOR,72.84,USD,EMP174,img_9224.jpg,Bent frame,tablet
INSP7559592,CXDU4387467,2026-01-09T15:17:00.000000,CT01-Yard-A,BR,DOOR,MAJOR,173.21,USD,EMP223,img_1472.jpg,,mobile_app
INSP6935920,CXDU4387467,2026-01-08T08:10:02.039689,CT03-Depot,D2,FLOOR,MAJOR,118.72,USD,EMP132,img_6571.jpg,Hole found,paper_form
INSP3587261,PONU2323110,2026-01-05T10:55:00.000000,CT01-A-12-1,H1,SIDE,NO_DEFECT,245.19,USD,EMP344,img_3572.jpg,Bent frame,mobile_app
INSP3140010,PONU2323110,2026-01-08T17:44:00.000000,CT01-B-05-2,SC,DOOR,CRITICAL,250.85,USD,EMP168,img_8698.jpg,Hole found,mobile_app
INSP6590599,TCNU2225295,2026-01-04T00:08:00.000000,CT04-B-10-3,D1,FRAME,MAJOR,298.28,USD,EMP980,img_4394.jpg,Scratches,mobile_app
INSP7782636,TCNU2225295,2026-01-02T01:29:37.988430,CT04-B-10-3,D1,ROOF,CRITICAL,,USD,EMP704,img_3850.jpg,Bent frame,tablet
INSP1470191,TCNU2225295,2025-12-25T14:29:32.682077,CT03-A-01-1,H1,SIDE,MAJOR,104.34,USD,EMP949,img_1964.jpg,Hole found,tablet
INSP5786240,HLCU6243024,2026-01-21T15:34:00.000000,CT03-Depot,SC,SIDE,CRITICAL,,USD,EMP510,img_1619.jpg,,tablet
INSP7077441,HLCU6243024,2026-01-16T16:54:00.000000,CT03-Depot,FL,FRAME,MAJOR,395.04,USD,EMP840,img_7616.jpg,,mobile_app
INSP9552948,HLCU6243024,2026-01-17T07:36:34.869079,CT02-C-20-4,SC,DOOR,MINOR,,USD,EMP859,img_4155.jpg,,mobile_app
INSP2608538,PONU5443508,2026-01-02T19:15:00.000000,CT01-B-05-2,SC,FLOOR,NO_DEFECT,356.59,USD,EMP127,img_3607.jpg,,mobile_app
INSP9634126,PONU5443508,2026-01-02T19:14:20.552359,CT03-A-01-1,BR,FRAME,MINOR,432.6,USD,EMP148,img_2952.jpg,,tablet
INSP6006456,PONU5443508,2026-01-02T19:14:00.000000,CT04-B-10-3,D1,SIDE,NO_DEFECT,,USD,EMP991,img_5425.jpg,Scratches,tablet
INSP1587351,TCNU2347957,2026-01-16T16:54:00.000000,CT04-Terminal,BR,DOOR,CRITICAL,413.07,USD,EMP746,img_8275.jpg,Bent frame,mobile_app
INSP4809954,TCNU2347957,2026-01-07T16:32:00.000000,CT03-A-01-1,H1,FLOOR,MINOR,487.07,USD,EMP117,img_7826.jpg,,mobile_app
INSP5050555,CXDU1965929,2025-12-27T13:34:16.442083,CT01-Yard-A,D1,DOOR,MAJOR,496.17,USD,EMP184,img_1390.jpg,Hole found,mobile_app
INSP4575947,CXDU1965929,2026-01-11T04:50:00.000000,CT01-B-05-2,D2,FRAME,MAJOR,246.83,USD,EMP236,img_2712.jpg,Bent frame,tablet
