"event_type","event_time","container_no_raw","type_raw","remark_raw","cost","currency","facility","source_file","source_row"
"CLEANING","2026-01-16T00:50:28.200000","CXDU7152438","STEAM","","31.1","USD","CT01-Yard-A","cleaning_log_2024.csv","2921"
"CLEANING","2026-01-21T00:12:07.600000","CXDU7152438","STEAM","OIL STAIN","105.37","USD","CT02-Yard-B","cleaning_log_2024.csv","19466"
"CLEANING","2026-01-03T00:30:52.100000","MSCU3769336","CHEMICAL","OIL STAIN","67.89","USD","CT03-Depot","cleaning_log_2024.csv","21738"
"CLEANING","2026-01-07T00:08:38.800000","MSCU3769336","CHEMICAL","DIRTY FLOOR","69.51","USD","CT04-Terminal","cleaning_log_2024.csv","2923"
"CLEANING","2026-01-08T00:04:50.600000","MSCU3769336","CHEMICAL","","109.83","USD","CT02-C-20-4","cleaning_log_2024.csv","14362"
"CLEANING","2026-01-13T00:13:29.200000","CXDU8263626","STEAM","","105.38","USD","CT01-A-12-1","cleaning_log_2024.csv","2925"
"CLEANING","2026-01-14T00:29:33.300000","CXDU8263626","CHEMICAL","DIRTY FLOOR","107.11","USD","CT03-A-01-1","cleaning_log_2024.csv","19817"
"CLEANING","2026-01-04T00:40:04.800000","MSCU1277965","STEAM","","69.88","USD","CT01-B-05-2","cleaning_log_2024.csv","16257"
"CLEANING","2026-01-06T00:16:25.000000","MSCU1277965","CHEMICAL","ODOR","66.95","USD","CT01-Yard-A","cleaning_log_2024.csv","14569"
"CLEANING","2026-01-09T00:34:50.400000","MSCU1277965","CHEMICAL","OIL STAIN","112.33","USD","CT01-B-05-2","cleaning_log_2024.csv","2926"
"CLEANING","2026-01-10T00:16:46.300000","MSCU1277965","STEAM","DIRTY FLOOR","93.45","USD","CT01-A-12-1","cleaning_log_2024.csv","12387"
"CLEANING","2026-01-18T00:49:45.700000","CXDU1870973","SWEEP","","50.47","USD","CT02-C-20-4","cleaning_log_2024.csv","2927"
"CLEANING","2026-01-19T00:40:39.600000","CXDU1870973","SWEEP","","113.1","USD","CT03-A-01-1","cleaning_log_2024.csv","22126"
"CLEANING","2026-01-24T00:37:06.800000","MSCU2507511","STEAM","OIL STAIN","49.36","USD","CT01-A-12-1","cleaning_log_2024.csv","6120"
"CLEANING","2026-01-24T00:30:18.900000","MSCU2507511","WATER","","49.65","USD","CT04-Terminal","cleaning_log_2024.csv","6289"
"CLEANING","2026-01-24T00:59:12.800000","MSCU2507511","CHEMICAL","OIL STAIN","107.04","USD","CT01-B-05-2","cleaning_log_2024.csv","2930"
"CLEANING","2026-01-25T00:32:58.500000","MSCU2507511","SWEEP","","21.3","USD","CT02-C-20-4","cleaning_log_2024.csv","22522"
"CLEANING","2026-01-18T00:31:36.600000","CXDU3374196","CHEMICAL","","37.29","USD","CT02-Yard-B","cleaning_log_2024.csv","21814"
"CLEANING","2026-01-18T00:56:48.400000","CXDU3374196","CHEMICAL","ODOR","16.53","USD","CT04-B-10-3","cleaning_log_2024.csv","21290"
"CLEANING","2026-01-19T00:23:48.100000","CXDU3374196","WATER","DIRTY FLOOR","116.89","USD","CT02-C-20-4","cleaning_log_2024.csv","2931"
"CLEANING","2026-01-13T00:08:59.500000","PONU1920787","SWEEP","OIL STAIN","","USD","CT02-C-20-4","cleaning_log_2024.csv","10308"
"CLEANING","2026-01-14T00:58:32.600000","PONU1920787","WATER","OIL STAIN","44.57","USD","CT02-C-20-4","cleaning_log_2024.csv","2933"
"CLEANING","2026-01-15T00:06:02.300000","TCNU2747764","STEAM","OIL STAIN","102.65","USD","CT02-C-20-4","cleaning_log_2024.csv","19846"
"CLEANING","2026-01-17T00:58:12.400000","TCNU2747764","STEAM","OIL STAIN","73.69","USD","CT01-Yard-A","cleaning_log_2024.csv","2934"
"CLEANING","2026-01-10T00:33:17.000000","CXDU7623704","STEAM","OIL STAIN","82.37","USD","CT02-C-20-4","cleaning_log_2024.csv","18759"
"CLEANING","2026-01-12T00:48:05.800000","CXDU7623704","WATER","DIRTY FLOOR","107.51","USD","CT04-B-10-3","cleaning_log_2024.csv","2936"
"CLEANING","2026-01-14T00:05:16.600000","CXDU7623704","CHEMICAL","DIRTY FLOOR","21.38","USD","CT03-Depot","cleaning_log_2024.csv","6959"
"CLEANING","2026-01-20T00:10:50.000000","PONU8034917","WATER","ODOR","29.37","USD","CT01-B-05-2","cleaning_log_2024.csv","6314"
"CLEANING","2026-01-24T00:36:01.700000","PONU8034917","WATER","","93.47","USD","CT03-Depot","cleaning_log_2024.csv","16800"
"CLEANING","2026-01-24T00:38:14.300000","PONU8034917","SWEEP","ODOR","57.44","USD","CT02-Yard-B","cleaning_log_2024.csv","2937"
"CLEANING","2026-01-04T00:43:34.600000","PONU4957200","STEAM","OIL STAIN","","USD","CT01-B-05-2","cleaning_log_2024.csv","10606"
"CLEANING","2026-01-04T00:45:03.200000","PONU4957200","STEAM","","25.44","USD","CT03-A-01-1","cleaning_log_2024.csv","10592"
"CLEANING","2026-01-04T00:24:11.000000","PONU4957200","CHEMICAL","DIRTY FLOOR","54.08","USD","CT01-A-12-1","cleaning_log_2024.csv","2938"
"CLEANING","2025-12-21T00:43:56.600000","TCNU7443032","SWEEP","DIRTY FLOOR","71.02","USD","CT01-A-12-1","cleaning_log_2024.csv","20032"
"CLEANING","2025-12-22T00:50:15.900000","TCNU7443032","SWEEP","DIRTY FLOOR","87.92","USD","CT04-Terminal","cleaning_log_2024.csv","11207"
"CLEANING","2025-12-22T00:24:46.900000","TCNU7443032","SWEEP","","45.58","USD","CT02-Yard-B","cleaning_log_2024.csv","2939"
"CLEANING","2025-12-14T00:08:54.600000","HLCU5543960","SWEEP","OIL STAIN","46.11","USD","CT04-B-10-3","cleaning_log_2024.csv","19559"
"CLEANING","2025-12-14T00:54:40.500000","HLCU5543960","SWEEP","OIL STAIN","55.42","USD","CT04-Terminal","cleaning_log_2024.csv","2941"
"CLEANING","2025-12-14T00:41:19.400000","HLCU5543960","CHEMICAL","","51.84","USD","CT04-B-10-3","cleaning_log_2024.csv","15337"
"CLEANING","2025-12-14T00:27:56.900000","HLCU5543960","STEAM","","117.6","USD","CT02-C-20-4","cleaning_log_2024.csv","8479"
"CLEANING","2025-12-31T00:09:13.100000","TCNU8591661","STEAM","DIRTY FLOOR","34.05","USD","CT03-Depot","cleaning_log_2024.csv","8086"
"CLEANING","2025-12-31T00:55:02.500000","TCNU8591661","SWEEP","OIL STAIN","102.59","USD","CT01-B-05-2","cleaning_log_2024.csv","2943"
"CLEANING","2026-01-10T00:02:47.900000","TCNU7522592","CHEMICAL","ODOR","52.18","USD","CT01-A-12-1","cleaning_log_2024.csv","8651"
"CLEANING","2026-01-10T00:31:18.000000","TCNU7522592","STEAM","","42.39","USD","CT04-Terminal","cleaning_log_2024.csv","2944"
"CLEANING","2026-01-16T00:57:57.000000","CXDU9386762","CHEMICAL","","67.92","USD","CT01-A-12-1","cleaning_log_2024.csv","2945"
"CLEANING","2026-01-18T00:59:12.900000","MSCU3600510","WATER","DIRTY FLOOR","22.95","USD","CT03-A-01-1","cleaning_log_2024.csv","2946"
"CLEANING","2026-01-18T00:38:54.500000","MSCU3600510","STEAM","","116.87","USD","CT03-A-01-1","cleaning_log_2024.csv","4530"
"CLEANING","2026-01-20T00:17:35.700000","CXDU3947726","CHEMICAL","","26.53","USD","CT04-B-10-3","cleaning_log_2024.csv","10897"
"CLEANING","2026-01-20T00:03:11.300000","CXDU3947726","SWEEP","DIRTY FLOOR","114.69","USD","CT03-Depot","cleaning_log_2024.csv","2948"
"CLEANING","2026-01-05T00:26:34.300000","MSCU8081506","CHEMICAL","ODOR","96.72","USD","CT01-Yard-A","cleaning_log_2024.csv","9344"
"CLEANING","2026-01-05T00:58:15.500000","MSCU8081506","SWEEP","OIL STAIN","100.86","USD","CT02-C-20-4","cleaning_log_2024.csv","2949"
"CLEANING","2026-01-15T00:55:47.000000","PONU5640410","SWEEP","","100.89","USD","CT01-Yard-A","cleaning_log_2024.csv","2950"
"CLEANING","2026-01-15T00:43:52.600000","PONU5640410","CHEMICAL","","89.72","USD","CT01-A-12-1","cleaning_log_2024.csv","16534"
"CLEANING","2026-01-15T00:35:37.700000","PONU5640410","CHEMICAL","","65.99","USD","CT04-Terminal","cleaning_log_2024.csv","18419"
"CLEANING","2026-01-15T00:47:58.200000","PONU5640410","CHEMICAL","DIRTY FLOOR","57.38","USD","CT01-A-12-1","cleaning_log_2024.csv","23067"
"CLEANING","2026-01-16T00:10:00.200000","PONU5640410","WATER","","62.45","USD","CT01-A-12-1","cleaning_log_2024.csv","7264"
"CLEANING","2026-01-16T00:51:16.500000","PONU5640410","CHEMICAL","ODOR","113.66","USD","CT02-Yard-B","cleaning_log_2024.csv","23165"
"CLEANING","2026-01-22T08:18:00.000000","HLCU3276884","STEAM","DIRTY FLOOR","42.03","USD","CT04-Terminal","cleaning_log_2024.csv","6465"
"CLEANING","2026-01-22T08:17:00.000000","HLCU3276884","CHEMICAL","","39.31","USD","CT01-Yard-A","cleaning_log_2024.csv","2951"
"CLEANING","2025-12-21T17:35:00.000000","PONU1286357","WATER","","57.4","USD","CT01-B-05-2","cleaning_log_2024.csv","18295"
"CLEANING","2025-12-21T17:36:00.000000","PONU1286357","CHEMICAL","","66.33","USD","CT04-B-10-3","cleaning_log_2024.csv","16797"
"CLEANING","2025-12-21T17:35:19.034830","PONU1286357","STEAM","","89","USD","CT01-A-12-1","cleaning_log_2024.csv","2958"
"CLEANING","2026-01-08T00:20:27.800000","HLCU3997084","WATER","OIL STAIN","60.91","USD","CT03-A-01-1","cleaning_log_2024.csv","2959"
"CLEANING","2026-01-08T00:00:23.900000","HLCU3997084","CHEMICAL","DIRTY FLOOR","77.17","USD","CT01-B-05-2","cleaning_log_2024.csv","3047"
"CLEANING","2026-01-11T00:45:28.800000","HLCU3110194","CHEMICAL","OIL STAIN","38.93","USD","CT03-Depot","cleaning_log_2024.csv","2961"
"CLEANING","2026-01-11T00:14:58.200000","HLCU3110194","CHEMICAL","ODOR","107.97","USD","CT03-Depot","cleaning_log_2024.csv","19248"
"CLEANING","2026-01-11T00:50:06.300000","HLCU3110194","STEAM","DIRTY FLOOR","101.9","USD","CT03-A-01-1","cleaning_log_2024.csv","6030"
"CLEANING","2025-12-23T00:03:36.100000","HLCU3548771","SWEEP","","48.63","USD","CT04-Terminal","cleaning_log_2024.csv","4740"
"CLEANING","2025-12-30T00:02:49.100000","HLCU3548771","SWEEP","ODOR","19.08","USD","CT01-A-12-1","cleaning_log_2024.csv","2964"
"CLEANING","2026-01-07T00:58:52.000000","HLCU7830147","STEAM","OIL STAIN","114.63","USD","CT01-A-12-1","cleaning_log_2024.csv","2966"
"CLEANING","2026-01-07T00:06:55.000000","HLCU7830147","SWEEP","DIRTY FLOOR","60.42","USD","CT01-B-05-2","cleaning_log_2024.csv","7835"
"CLEANING","2026-01-08T00:49:08.700000","HLCU7830147","CHEMICAL","OIL STAIN","109.88","USD","CT01-A-12-1","cleaning_log_2024.csv","21380"
"CLEANING","2026-01-08T00:56:32.100000","HLCU7830147","WATER","OIL STAIN","97.74","USD","CT01-Yard-A","cleaning_log_2024.csv","16739"
"CLEANING","2026-01-04T00:00:05.300000","PONU9085124","WATER","","112.61","USD","CT02-Yard-B","cleaning_log_2024.csv","2967"
"CLEANING","2025-12-23T00:00:15.600000","TCNU6575149","WATER","","110.77","USD","CT03-A-01-1","cleaning_log_2024.csv","16660"
"CLEANING","2025-12-23T00:24:25.600000","TCNU6575149","WATER","","97.96","USD","CT04-B-10-3","cleaning_log_2024.csv","2970"
"CLEANING","2025-12-24T00:08:23.800000","TCNU6575149","SWEEP","ODOR","59.09","USD","CT04-Terminal","cleaning_log_2024.csv","22821"
"CLEANING","2026-01-06T00:47:17.300000","PONU4149826","SWEEP","","80.9","USD","CT01-B-05-2","cleaning_log_2024.csv","8955"
"CLEANING","2026-01-11T00:51:16.500000","PONU4149826","SWEEP","OIL STAIN","73.59","USD","CT01-A-12-1","cleaning_log_2024.csv","11844"
"CLEANING","2026-01-12T00:44:28.700000","PONU4149826","STEAM","","83.5","USD","CT02-C-20-4","cleaning_log_2024.csv","2971"
"CLEANING","2026-01-09T00:29:14.700000","MSCU1342332","SWEEP","","38.91","USD","CT03-A-01-1","cleaning_log_2024.csv","2972"
"CLEANING","2026-01-17T00:58:53.000000","MSCU1342332","STEAM","ODOR","37.11","USD","CT02-C-20-4","cleaning_log_2024.csv","17323"
"CLEANING","2026-01-17T00:04:24.300000","MSCU1342332","STEAM","ODOR","","USD","CT01-A-12-1","cleaning_log_2024.csv","7970"
"CLEANING","2026-01-10T00:35:25.900000","MSCU1205663","SWEEP","DIRTY FLOOR","51.55","USD","CT02-Yard-B","cleaning_log_2024.csv","10098"
"CLEANING","2026-01-11T00:38:40.500000","MSCU1205663","WATER","ODOR","80.9","USD","CT01-Yard-A","cleaning_log_2024.csv","17529"
"CLEANING","2026-01-11T00:54:19.900000","MSCU1205663","WATER","DIRTY FLOOR","47.79","USD","CT02-Yard-B","cleaning_log_2024.csv","14837"
"CLEANING","2026-01-11T00:41:25.500000","MSCU1205663","WATER","ODOR","82.84","USD","CT03-Depot","cleaning_log_2024.csv","2973"
"CLEANING","2026-01-12T00:19:00.100000","TCNU4947333","SWEEP","","37.81","USD","CT04-B-10-3","cleaning_log_2024.csv","21699"
"CLEANING","2026-01-13T00:08:45.900000","TCNU4947333","STEAM","ODOR","59.27","USD","CT03-Depot","cleaning_log_2024.csv","17183"
"CLEANING","2026-01-19T00:09:15.500000","TCNU4947333","CHEMICAL","","56.68","USD","CT02-C-20-4","cleaning_log_2024.csv","5087"
"CLEANING","2026-01-23T00:51:18.000000","TCNU4947333","SWEEP","OIL STAIN","111.58","USD","CT04-Terminal","cleaning_log_2024.csv","2975"
"CLEANING","2026-01-19T00:29:57.200000","HLCU7685765","STEAM","","107.89","USD","CT04-B-10-3","cleaning_log_2024.csv","19348"
"CLEANING","2026-01-19T00:38:13.700000","HLCU7685765","WATER","","33.83","USD","CT04-Terminal","cleaning_log_2024.csv","21654"
"CLEANING","2026-01-20T00:00:56.700000","HLCU7685765","CHEMICAL","","72.25","USD","CT03-Depot","cleaning_log_2024.csv","2978"
"CLEANING","2026-01-10T00:28:57.100000","MSCU7496658","SWEEP","","32.56","USD","CT01-B-05-2","cleaning_log_2024.csv","2979"
"CLEANING","2026-01-05T00:24:36.900000","TCNU7394593","SWEEP","OIL STAIN","115.32","USD","CT01-B-05-2","cleaning_log_2024.csv","2980"
"CLEANING","2025-12-21T19:23:00.000000","PONU1423483","CHEMICAL","OIL STAIN","18.77","USD","CT04-Terminal","cleaning_log_2024.csv","17546"
"CLEANING","2025-12-21T19:22:00.000000","PONU1423483","STEAM","","115.31","USD","CT01-Yard-A","cleaning_log_2024.csv","2981"
"CLEANING","2025-12-31T00:34:13.700000","TCNU7446219","SWEEP","","76.88","USD","CT04-B-10-3","cleaning_log_2024.csv","2982"
"CLEANING","2025-12-31T00:17:48.600000","TCNU7446219","SWEEP","","64.22","USD","CT01-B-05-2","cleaning_log_2024.csv","23315"
"CLEANING","2025-12-26T00:08:06.500000","TCNU4047831","CHEMICAL","DIRTY FLOOR","79.24","USD","CT02-C-20-4","cleaning_log_2024.csv","10714"
"CLEANING","2025-12-28T00:13:15.000000","TCNU4047831","WATER","ODOR","91.77","USD","CT04-Terminal","cleaning_log_2024.csv","3928"
"CLEANING","2025-12-30T00:01:09.700000","TCNU4047831","STEAM","DIRTY FLOOR","-27.3","USD","CT02-Yard-B","cleaning_log_2024.csv","2983"
"CLEANING","2026-01-15T00:29:07.100000","CXDU4926496","STEAM","ODOR","15.1","USD","CT03-Depot","cleaning_log_2024.csv","21230"
"CLEANING","2026-01-17T00:22:42.600000","CXDU4926496","STEAM","ODOR","92.28","USD","CT01-B-05-2","cleaning_log_2024.csv","2984"
"CLEANING","2026-01-07T00:15:33.200000","CXDU3800929","WATER","DIRTY FLOOR","74.55","USD","CT02-C-20-4","cleaning_log_2024.csv","14062"
"CLEANING","2026-01-08T00:12:12.600000","CXDU3800929","STEAM","","16.75","USD","CT04-B-10-3","cleaning_log_2024.csv","2985"
"CLEANING","2026-01-05T00:26:51.700000","PONU2178710","WATER","ODOR","21.77","USD","CT04-B-10-3","cleaning_log_2024.csv","9160"
"CLEANING","2026-01-06T00:38:28.200000","PONU2178710","CHEMICAL","DIRTY FLOOR","112.78","USD","CT03-Depot","cleaning_log_2024.csv","2986"
"CLEANING","2026-01-22T00:13:33.700000","HLCU7317033","CHEMICAL","","58.56","USD","CT02-Yard-B","cleaning_log_2024.csv","7816"
"CLEANING","2026-01-23T00:35:48.400000","HLCU7317033","SWEEP","OIL STAIN","113.06","USD","CT02-Yard-B","cleaning_log_2024.csv","12769"
"CLEANING","2026-01-23T00:16:05.800000","HLCU7317033","WATER","ODOR","84.88","USD","CT01-A-12-1","cleaning_log_2024.csv","2987"
"CLEANING","2025-12-31T00:35:54.900000","HLCU7307943","SWEEP","","68.43","USD","CT03-A-01-1","cleaning_log_2024.csv","2988"
"CLEANING","2026-01-01T00:44:11.400000","HLCU7307943","SWEEP","OIL STAIN","","USD","CT02-Yard-B","cleaning_log_2024.csv","8211"
"CLEANING","2026-01-21T00:16:00.500000","PONU9690041","WATER","DIRTY FLOOR","36.04","USD","CT04-B-10-3","cleaning_log_2024.csv","2990"
"CLEANING","2026-01-14T00:02:23.400000","MSCU3428655","WATER","","29.85","USD","CT01-A-12-1","cleaning_log_2024.csv","22942"
"CLEANING","2026-01-16T00:35:03.300000","MSCU3428655","WATER","","102.02","USD","CT02-Yard-B","cleaning_log_2024.csv","4616"
"CLEANING","2026-01-17T00:02:41.800000","MSCU3428655","STEAM","","22.64","USD","CT03-Depot","cleaning_log_2024.csv","2991"
"CLEANING","2026-01-18T00:27:29.500000","MSCU3428655","CHEMICAL","OIL STAIN","17.99","USD","CT03-Depot","cleaning_log_2024.csv","9739"
"CLEANING","2026-01-19T00:42:48.500000","MSCU3428655","SWEEP","ODOR","21.51","USD","CT01-B-05-2","cleaning_log_2024.csv","17446"
"CLEANING","2026-01-07T00:18:49.700000","MSCU9259282","WATER","DIRTY FLOOR","58.06","USD","CT03-Depot","cleaning_log_2024.csv","9673"
"CLEANING","2026-01-07T00:15:16.900000","MSCU9259282","CHEMICAL","","17.55","USD","CT03-Depot","cleaning_log_2024.csv","2992"
"CLEANING","2025-12-19T00:23:29.000000","TCNU2891222","CHEMICAL","ODOR","90.04","USD","CT01-A-12-1","cleaning_log_2024.csv","9536"
"CLEANING","2025-12-23T00:23:04.900000","TCNU2891222","CHEMICAL","","87.33","USD","CT02-Yard-B","cleaning_log_2024.csv","2994"
"CLEANING","2026-01-16T00:19:15.000000","CXDU4253385","SWEEP","","78.8","USD","CT02-Yard-B","cleaning_log_2024.csv","8900"
"CLEANING","2026-01-16T00:46:15.700000","CXDU4253385","STEAM","","67.24","USD","CT03-A-01-1","cleaning_log_2024.csv","2995"
"CLEANING","2025-12-30T00:57:59.400000","HLCU4358553","STEAM","","42.41","USD","CT03-Depot","cleaning_log_2024.csv","2997"
"CLEANING","2025-12-31T00:36:01.700000","HLCU4358553","CHEMICAL","ODOR","64.59","USD","CT04-B-10-3","cleaning_log_2024.csv","10775"
"CLEANING","2026-01-05T00:34:25.200000","HLCU4358553","CHEMICAL","","52.3","USD","CT02-Yard-B","cleaning_log_2024.csv","3211"
"CLEANING","2026-01-14T15:50:39.191606","TCNU7074423","STEAM","","65.05","USD","CT04-B-10-3","cleaning_log_2024.csv","15893"
"CLEANING","2026-01-14T15:51:00.000000","TCNU7074423","STEAM","OIL STAIN","53.56","USD","CT03-Depot","cleaning_log_2024.csv","5254"
"CLEANING","2026-01-14T15:50:22.801251","TCNU7074423","WATER","OIL STAIN","53.73","USD","CT04-B-10-3","cleaning_log_2024.csv","8345"
"CLEANING","2026-01-14T15:50:53.403280","TCNU7074423","STEAM","","57","USD","CT03-A-01-1","cleaning_log_2024.csv","3782"
"CLEANING","2026-01-14T15:50:57.131119","TCNU7074423","CHEMICAL","","21.14","USD","CT02-C-20-4","cleaning_log_2024.csv","5971"
"CLEANING","2026-01-14T15:50:00.000000","TCNU7074423","STEAM","OIL STAIN","107.57","USD","CT03-Depot","cleaning_log_2024.csv","3000"
"CLEANING","2026-01-19T00:52:34.600000","PONU6201133","WATER","","110.39","USD","CT01-A-12-1","cleaning_log_2024.csv","3003"
"CLEANING","2026-01-20T00:25:55.100000","PONU6201133","WATER","DIRTY FLOOR","45.17","USD","CT01-Yard-A","cleaning_log_2024.csv","19967"
"CLEANING","2026-01-23T00:30:43.900000","TCNU5747944","WATER","OIL STAIN","59.57","USD","CT03-A-01-1","cleaning_log_2024.csv","14849"
"CLEANING","2026-01-23T00:15:31.300000","TCNU5747944","SWEEP","OIL STAIN","62.95","USD","CT03-Depot","cleaning_log_2024.csv","3006"
"CLEANING","2026-01-23T00:03:49.800000","TCNU5747944","SWEEP","","69.19","USD","CT03-A-01-1","cleaning_log_2024.csv","22166"
"CLEANING","2026-01-08T00:57:52.600000","PONU5978522","SWEEP","OIL STAIN","112.88","USD","CT01-Yard-A","cleaning_log_2024.csv","3007"
"CLEANING","2026-01-08T00:19:53.500000","PONU5978522","SWEEP","","40.07","USD","CT03-Depot","cleaning_log_2024.csv","13750"
"CLEANING","2026-01-11T00:38:54.300000","CXDU6943335","CHEMICAL","","45.65","USD","CT01-Yard-A","cleaning_log_2024.csv","3008"
"CLEANING","2026-01-11T00:06:13.800000","CXDU6943335","CHEMICAL","","70.12","USD","CT01-B-05-2","cleaning_log_2024.csv","22503"
"CLEANING","2026-01-11T00:39:00.700000","CXDU6943335","STEAM","OIL STAIN","118.77","USD","CT01-B-05-2","cleaning_log_2024.csv","8590"
"CLEANING","2026-01-12T00:01:23.200000","CXDU6943335","CHEMICAL","","43.36","USD","CT04-Terminal","cleaning_log_2024.csv","7413"
"CLEANING","2026-01-23T00:02:19.600000","PONU3730461","CHEMICAL","DIRTY FLOOR","66.49","USD","CT04-B-10-3","cleaning_log_2024.csv","15728"
"CLEANING","2026-01-23T00:45:25.000000","PONU3730461","STEAM","OIL STAIN","96.57","USD","CT01-B-05-2","cleaning_log_2024.csv","3010"
"CLEANING","2026-01-24T00:40:39.400000","PONU3730461","WATER","ODOR","95.94","USD","CT01-A-12-1","cleaning_log_2024.csv","20742"
"CLEANING","2025-12-22T00:10:33.400000","MSCU3428479","SWEEP","","48.87","USD","CT02-Yard-B","cleaning_log_2024.csv","3011"
"CLEANING","2025-12-27T00:25:50.200000","MSCU3428479","STEAM","","98","USD","CT04-B-10-3","cleaning_log_2024.csv","13809"
"CLEANING","2026-01-13T00:31:21.400000","TCNU9088010","CHEMICAL","ODOR","118.18","USD","CT04-Terminal","cleaning_log_2024.csv","3015"
"CLEANING","2026-01-15T00:51:25.500000","TCNU9088010","CHEMICAL","ODOR","97.66","USD","CT02-C-20-4","cleaning_log_2024.csv","17459"
"CLEANING","2026-01-14T00:43:55.500000","CXDU8013710","WATER","ODOR","103.28","USD","CT02-C-20-4","cleaning_log_2024.csv","3224"
"CLEANING","2026-01-16T00:40:04.200000","CXDU8013710","CHEMICAL","","113.48","USD","CT01-Yard-A","cleaning_log_2024.csv","16215"
"CLEANING","2026-01-17T00:24:02.500000","CXDU8013710","CHEMICAL","","68.26","USD","CT02-Yard-B","cleaning_log_2024.csv","3016"
"CLEANING","2025-12-30T00:44:12.500000","MSCU4300797","CHEMICAL","DIRTY FLOOR","105.75","USD","CT02-Yard-B","cleaning_log_2024.csv","3019"
"CLEANING","2025-12-31T00:53:15.800000","MSCU4300797","CHEMICAL","","26.58","USD","CT02-C-20-4","cleaning_log_2024.csv","6461"
"CLEANING","2026-01-23T00:07:56.400000","CXDU3479875","CHEMICAL","","52.26","USD","CT01-B-05-2","cleaning_log_2024.csv","15955"
"CLEANING","2026-01-23T00:35:18.000000","CXDU3479875","CHEMICAL","","42.25","USD","CT01-A-12-1","cleaning_log_2024.csv","3021"
"CLEANING","2025-12-21T00:45:38.600000","PONU7717382","WATER","DIRTY FLOOR","27.81","USD","CT04-Terminal","cleaning_log_2024.csv","19737"
"CLEANING","2026-01-05T00:45:50.100000","PONU7717382","CHEMICAL","ODOR","34.19","USD","CT03-A-01-1","cleaning_log_2024.csv","3022"
"CLEANING","2026-01-05T00:53:52.200000","PONU7717382","WATER","DIRTY FLOOR","72.07","USD","CT04-B-10-3","cleaning_log_2024.csv","17311"
"CLEANING","2026-01-19T00:19:30.400000","CXDU3683681","WATER","ODOR","90.88","USD","CT03-A-01-1","cleaning_log_2024.csv","3023"
"CLEANING","2026-01-19T00:29:50.200000","CXDU3683681","WATER","","66.68","USD","CT03-Depot","cleaning_log_2024.csv","10295"
"CLEANING","2026-01-04T00:30:23.700000","CXDU9408832","SWEEP","ODOR","66.47","USD","CT04-B-10-3","cleaning_log_2024.csv","9364"
"CLEANING","2026-01-04T00:43:13.900000","CXDU9408832","WATER","OIL STAIN","41.83","USD","CT01-A-12-1","cleaning_log_2024.csv","3024"
"CLEANING","2026-01-13T00:51:44.200000","MSCU9921657","SWEEP","OIL STAIN","","USD","CT02-C-20-4","cleaning_log_2024.csv","19363"
"CLEANING","2026-01-14T00:22:42.200000","MSCU9921657","SWEEP","","70.17","USD","CT01-A-12-1","cleaning_log_2024.csv","18967"
"CLEANING","2026-01-14T00:22:11.500000","MSCU9921657","WATER","","52.72","USD","CT04-B-10-3","cleaning_log_2024.csv","3026"
"CLEANING","2026-01-07T00:25:26.600000","TCNU1179549","SWEEP","DIRTY FLOOR","114.86","USD","CT01-Yard-A","cleaning_log_2024.csv","3424"
"CLEANING","2026-01-08T00:10:38.400000","TCNU1179549","WATER","DIRTY FLOOR","33.81","USD","CT04-Terminal","cleaning_log_2024.csv","3029"
"CLEANING","2026-01-09T00:51:15.700000","TCNU1179549","WATER","DIRTY FLOOR","71.7","USD","CT04-B-10-3","cleaning_log_2024.csv","8655"
"CLEANING","2026-01-15T00:52:28.500000","CXDU9083049","SWEEP","","101.14","USD","CT01-B-05-2","cleaning_log_2024.csv","8096"
"CLEANING","2026-01-16T00:45:53.900000","CXDU9083049","CHEMICAL","ODOR","114.9","USD","CT03-A-01-1","cleaning_log_2024.csv","3032"
"CLEANING","2026-01-18T00:13:44.000000","CXDU9083049","STEAM","","46.61","USD","CT04-Terminal","cleaning_log_2024.csv","5837"
"CLEANING","2026-01-19T00:09:29.400000","CXDU9083049","SWEEP","ODOR","79.16","USD","CT01-B-05-2","cleaning_log_2024.csv","19099"
"CLEANING","2026-01-06T00:36:08.000000","PONU6165861","SWEEP","ODOR","102.87","USD","CT02-Yard-B","cleaning_log_2024.csv","17442"
"CLEANING","2026-01-08T00:10:29.100000","PONU6165861","STEAM","","90.9","USD","CT01-Yard-A","cleaning_log_2024.csv","3033"
"CLEANING","2026-01-13T00:45:07.400000","HLCU2004665","STEAM","ODOR","36","USD","CT04-B-10-3","cleaning_log_2024.csv","16737"
"CLEANING","2026-01-15T00:51:30.200000","HLCU2004665","SWEEP","DIRTY FLOOR","51.25","USD","CT03-Depot","cleaning_log_2024.csv","3035"
"CLEANING","2026-01-19T00:27:51.300000","MSCU4054500","WATER","","32.46","USD","CT02-Yard-B","cleaning_log_2024.csv","3036"
"CLEANING","2026-01-20T00:42:17.300000","MSCU4054500","STEAM","","81.87","USD","CT04-Terminal","cleaning_log_2024.csv","22600"
"CLEANING","2025-12-18T00:56:06.100000","PONU9119779","WATER","","80.44","USD","CT03-A-01-1","cleaning_log_2024.csv","19627"
"CLEANING","2025-12-30T00:28:01.200000","PONU9119779","WATER","","77.65","USD","CT03-A-01-1","cleaning_log_2024.csv","8544"
