"event_type","event_time","container_no_raw","eir","seq","type_raw","opt","move","booking","truck","vessel","voyage","dest","grade","position","location","source_file","source_row"
"GATE_OUT","2026-01-03T17:37:00.000000","MSCU4946392","329692","13759","40GP","KMT","XT","BK176084","51C-2664","SUNNY FREESIA","6704N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13759"
"GATE_OUT","2026-01-03T17:37:00.000000","HLCU2602812","458344","5105","40GP","MSC","XR","BK927349","51C-2664","EVER GIVEN","9201N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","5105"
"GATE_OUT","2026-01-03T17:40:00.000000","PONU2522846","490084","8210","20GP","CMA","XR","BK473754","60C-1389","MAERSK HANOI","7405N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","23827"
"GATE_IN","2026-01-03T17:41:00.000000","TCNU8837439","389302","15264","20GP","KMT","HR","BK403433","50H-9193","MAERSK HANOI","1702N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","15264"
"GATE_OUT","2026-01-03T17:44:00.000000","HLCU3351097","162683","6335","40HC","KMT","XR","BK377223","60C-1389","EVER GIVEN","3301N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","6335"
"GATE_IN","2026-01-03T17:45:00.000000","TCNU8719985","574402","8970","40GP","KMT","HR","BK104962","51C-2664","EVER GIVEN","9102N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","8970"
"GATE_IN","2026-01-03T17:50:00.000000","PONU1595926","835362","5980","40GP","ONE","HR","BK846511","60C-1389","EVER GIVEN","3804N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","5980"
"GATE_OUT","2026-01-03T17:53:00.000000","TCNU4047831","789862","17215","40GP","CMA","XT","BK964587","50H-9193","SUNNY FREESIA","6402N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","17215"
"GATE_OUT","2026-01-03T17:56:00.000000","MSCU2505810","863884","19489","20GP","MSC","XT","BK514100","60C-1389","EVER GIVEN","5401N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","19489"
"GATE_IN","2026-01-03T17:57:00.000000","PONU5771379","661676","19526","20GP","KMT","HR","BK380183","50H-9193","KOTA GAYA","5803N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","19526"
"GATE_IN","2026-01-03T17:59:00.000000","TCNU9296011","779809","7154","40GP","ONE","HR","BK714252","51C-2664","EVER GIVEN","3201N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","7154"
"GATE_IN","2026-01-03T18:00:00.000000","HLCU3854399","720173","3734","40HC","CMA","HR","BK676323","60C-1389","KOTA GAYA","8105N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","3734"
"GATE_IN","2026-01-03T18:01:00.000000","TCNU1552140","231930","13482","40GP","MSC","HR","BK848285","60C-1389","SUNNY FREESIA","5501N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13482"
"GATE_IN","2026-01-03T18:04:00.000000","MSCU6164612","440258","19066","40GP","ONE","HR","BK822228","50H-9193","MAERSK HANOI","6401N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","19066"
"GATE_OUT","2026-01-03T18:06:00.000000","MSCU7784786","421920","8779","40HC","MSC","XR","BK156426","50H-9193","MSC ISABELLA","6503N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","8779"
"GATE_IN","2026-01-03T18:07:00.000000","PONU4947632","363743","19124","40HC","ONE","HR","BK774054","60C-1389","SUNNY FREESIA","9703N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","19124"
"GATE_IN","2026-01-03T18:09:00.000000","TCNU9598693","975946","5478","20GP","KMT","HR","BK817959","60C-1389","MSC ISABELLA","8504N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","5478"
"GATE_IN","2026-01-03T18:21:00.000000","MSCU6025205","852806","10630","40HC","MSC","HR","BK160500","60C-1389","EVER GIVEN","2804N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","10630"
"GATE_IN","2026-01-03T18:21:00.000000","MSCU4004053","301992","13256","40GP","KMT","HR","BK787949","50H-9193","MAERSK HANOI","3704N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","13256"
"GATE_OUT","2026-01-03T18:23:00.000000","CXDU4229871","324691","23101","40HC","CMA","XR","BK434864","60C-1389","MSC ISABELLA","3702N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","23101"
"GATE_OUT","2026-01-03T18:25:00.000000","MSCU2049196","114788","8673","40GP","MSC","XR","BK447820","51C-2664","EVER GIVEN","9502N","CNSHA","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","8673"
"GATE_IN","2026-01-03T18:26:00.000000","TCNU8478801","543573","16944","40HC","CMA","HR","BK275380","51C-2664","KOTA GAYA","6802N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","16944"
"GATE_IN","2026-01-03T18:26:00.000000","TCNU4383293","123644","7726","40GP","MSC","HR","BK887767","60C-1389","MAERSK HANOI","7003N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","7726"
"GATE_IN","2026-01-03T18:28:00.000000","CXDU4226067","694421","16540","40HC","MSC","HR","BK221185","60C-1389","KOTA GAYA","8003N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","16540"
"GATE_OUT","2026-01-03T18:33:00.000000","HLCU9296248","944453","22547","20GP","KMT","XT","BK245387","60C-1389","MSC ISABELLA","5305N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","22547"
"GATE_IN","2026-01-03T18:33:00.000000","PONU7679760","341677","3890","40HC","KMT","HR","BK593530","51C-2664","EVER GIVEN","8201N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","3890"
"GATE_OUT","2026-01-03T18:36:00.000000","MSCU6244712","684929","2398","40GP","CMA","XR","BK844062","50H-9193","KOTA GAYA","6404N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","23892"
"GATE_IN","2026-01-03T18:36:00.000000","PONU3569294","162282","8858","40HC","MSC","HR","BK513600","50H-9193","MAERSK HANOI","1403N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8858"
"GATE_OUT","2026-01-03T18:38:00.000000","MSCU1055076","400535","8197","20GP","MSC","XR","BK223952","60C-1389","SUNNY FREESIA","6202N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8197"
"GATE_IN","2026-01-03T18:38:00.000000","HLCU8173610","911890","9210","40HC","MSC","HR","BK574854","60C-1389","EVER GIVEN","4105N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","9210"
"GATE_IN","2026-01-03T18:40:00.000000","PONU2562229","438757","17038","20GP","MSC","HR","BK708684","50H-9193","EVER GIVEN","3101N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","17038"
"GATE_OUT","2026-01-03T18:42:00.000000","TCNU9626664","451335","8571","40GP","ONE","XR","BK641351","50H-9193","KOTA GAYA","1505N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","8571"
"GATE_IN","2026-01-03T18:42:00.000000","HLCU8524928","929563","8676","40HC","ONE","HR","BK223925","60C-1389","MSC ISABELLA","6502N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","8676"
"GATE_IN","2026-01-03T18:45:00.000000","MSCU7178724","962873","16430","20GP","ONE","HR","BK447862","60C-1389","SUNNY FREESIA","3103N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","16430"
"GATE_IN","2026-01-03T18:48:00.000000","CXDU4498465","550871","20268","40GP","ONE","HR","BK676500","51C-2664","MAERSK HANOI","9105N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","20268"
"GATE_IN","2026-01-03T18:48:00.000000","MSCU2595846","877798","15014","40HC","CMA","HR","BK989139","51C-2664","SUNNY FREESIA","6202N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","15014"
"GATE_IN","2026-01-03T18:48:00.000000","CXDU3301691","559481","17358","20GP","MSC","HR","BK382745","50H-9193","MSC ISABELLA","2302N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","17358"
"GATE_IN","2026-01-03T18:48:00.000000","PONU9283342","592214","21386","40GP","MSC","HR","BK436546","50H-9193","EVER GIVEN","3704N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","21386"
"GATE_OUT","2026-01-03T18:53:00.000000","TCNU4991480","191657","14481","40GP","CMA","XR","BK581312","50H-9193","SUNNY FREESIA","5902N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","14481"
"GATE_IN","2026-01-03T18:54:00.000000","MSCU4696026","703137","2906","40HC","CMA","HR","BK347018","60C-1389","KOTA GAYA","1905N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2906"
"GATE_OUT","2026-01-03T18:59:00.000000","CXDU7636603","380901","4390","20GP","ONE","XR","BK866631","50H-9193","SUNNY FREESIA","1702N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24172"
"GATE_IN","2026-01-03T19:01:00.000000","PONU4805010","515318","12660","20GP","ONE","HR","BK439223","60C-1389","EVER GIVEN","7802N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","12660"
"GATE_IN","2026-01-03T19:06:00.000000","MSCU2001924","402259","3390","40HC","MSC","HR","BK907181","50H-9193","MSC ISABELLA","5601N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","3390"
"GATE_OUT","2026-01-03T19:07:00.000000","HLCU8642434","959832","6537","40HC","ONE","XT","BK552822","60C-1389","SUNNY FREESIA","3902N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","6537"
"GATE_IN","2026-01-03T19:09:00.000000","HLCU9902320","120930","392","40GP","CMA","HR","BK705837","50H-9193","SUNNY FREESIA","2205N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","392"
"GATE_IN","2026-01-03T19:09:00.000000","TCNU4830493","225206","16670","20GP","MSC","HR","BK576098","60C-1389","MAERSK HANOI","4405N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","16670"
"GATE_IN","2026-01-03T19:10:00.000000","TCNU5657564","580040","23064","40HC","CMA","HR","BK792992","51C-2664","SUNNY FREESIA","3902N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","23064"
"GATE_OUT","2026-01-03T19:11:00.000000","HLCU7634039","104871","1783","40GP","ONE","XR","BK444609","50H-9193","EVER GIVEN","2904N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1783"
"GATE_OUT","2026-01-03T19:13:00.000000","TCNU4305768","665020","21123","40HC","ONE","XR","BK878137","60C-1389","MAERSK HANOI","5603N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","21123"
"GATE_OUT","2026-01-03T19:14:00.000000","MSCU4773733","840357","4533","20GP","KMT","XR","BK222974","50H-9193","KOTA GAYA","9303N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","4533"
"GATE_IN","2026-01-03T19:16:00.000000","PONU4957200","895926","4770","40HC","CMA","HR","BK973641","50H-9193","MSC ISABELLA","7504N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","4770"
"GATE_OUT","2026-01-03T19:17:00.000000","TCNU7617563","122470","4131","20GP","KMT","XT","BK477780","50H-9193","SUNNY FREESIA","5105N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","4131"
"GATE_OUT","2026-01-03T19:19:00.000000","HLCU9824971","624517","17755","40GP","KMT","XR","BK373900","50H-9193","EVER GIVEN","7404N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","17755"
"GATE_OUT","2026-01-03T19:21:00.000000","HLCU2386821","391865","11060","40HC","MSC","XR","BK616913","50H-9193","KOTA GAYA","3502N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24146"
"GATE_IN","2026-01-03T19:27:00.000000","MSCU7984729","862593","820","40GP","MSC","HR","BK669308","60C-1389","KOTA GAYA","4404N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","820"
"GATE_IN","2026-01-03T19:29:00.000000","PONU1402696","412845","1850","40GP","CMA","HR","BK274410","50H-9193","SUNNY FREESIA","1405N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","1850"
"GATE_OUT","2026-01-03T19:31:00.000000","HLCU2407969","612635","13319","40HC","ONE","XT","BK411627","50H-9193","KOTA GAYA","6605N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","13319"
"GATE_IN","2026-01-03T19:33:00.000000","CXDU3279050","321101","17898","20GP","ONE","HR","BK973393","60C-1389","KOTA GAYA","2102N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","17898"
"GATE_IN","2026-01-03T19:34:00.000000","MSCU7912791","246205","526","20GP","MSC","HR","BK569743","50H-9193","MSC ISABELLA","2704N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","526"
"GATE_IN","2026-01-03T19:35:00.000000","CXDU3892778","381417","21376","40GP","MSC","HR","BK287645","50H-9193","SUNNY FREESIA","3001N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","21376"
"GATE_IN","2026-01-03T19:35:00.000000","CXDU4979811","816528","2036","40GP","MSC","HR","BK194570","60C-1389","MAERSK HANOI","1104N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2036"
"GATE_OUT","2026-01-03T19:40:00.000000","PONU4584406","166676","8759","40GP","MSC","XT","BK379576","51C-2664","MSC ISABELLA","7303N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","8759"
"GATE_IN","2026-01-03T19:43:00.000000","MSCU7336841","514018","14216","20GP","MSC","HR","BK155691","60C-1389","MAERSK HANOI","9104N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","14216"
"GATE_OUT","2026-01-03T19:48:00.000000","CXDU4265534","829386","12454","40HC","ONE","XT","BK288872","50H-9193","KOTA GAYA","1704N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","24219"
"GATE_IN","2026-01-03T19:49:00.000000","CXDU8694270","990301","12026","20GP","CMA","HR","BK525132","50H-9193","MAERSK HANOI","9404N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","12026"
"GATE_OUT","2026-01-03T19:52:00.000000","TCNU1325489","154585","5909","40HC","MSC","XR","BK525332","60C-1389","MSC ISABELLA","6504N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","5909"
"GATE_OUT","2026-01-03T19:53:00.000000","CXDU9260510","233209","1837","20GP","MSC","XR","BK467853","50H-9193","EVER GIVEN","4105N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","1837"
"GATE_OUT","2026-01-03T20:08:00.000000","MSCU3529936","224243","8023","20GP","CMA","XT","BK604643","60C-1389","MSC ISABELLA","7104N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","8023"
"GATE_IN","2026-01-03T20:09:00.000000","CXDU9228452","174697","7012","40HC","MSC","HR","BK153023","50H-9193","MAERSK HANOI","1404N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","7012"
"GATE_IN","2026-01-03T20:11:00.000000","CXDU8140110","384973","3218","40HC","ONE","HR","BK817246","50H-9193","SUNNY FREESIA","7603N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","3218"
"GATE_OUT","2026-01-03T20:13:00.000000","HLCU9605383","729880","5643","40GP","CMA","XT","BK714060","50H-9193","EVER GIVEN","9204N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","5643"
"GATE_IN","2026-01-03T20:15:00.000000","CXDU1833200","277560","3936","40GP","MSC","HR","BK378492","50H-9193","EVER GIVEN","2802N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","3936"
"GATE_OUT","2026-01-03T20:17:00.000000","HLCU4859013","562744","8691","20GP","CMA","XT","BK324985","50H-9193","KOTA GAYA","8701N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","8691"
"GATE_IN","2026-01-03T20:17:00.000000","CXDU8283472","359333","19602","40GP","ONE","HR","BK631787","51C-2664","MSC ISABELLA","5702N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","19602"
"GATE_IN","2026-01-03T20:20:00.000000","TCNU6228874","126228","2148","20GP","CMA","HR","BK847182","50H-9193","EVER GIVEN","4705N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","2148"
"GATE_OUT","2026-01-03T20:21:00.000000","MSCU3303839","605089","215","20GP","CMA","XR","BK315244","51C-2664","MSC ISABELLA","7001N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","215"
"GATE_IN","2026-01-03T20:21:00.000000","CXDU3024274","965768","4480","40HC","KMT","HR","BK203779","51C-2664","SUNNY FREESIA","3501N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","4480"
"GATE_IN","2026-01-03T20:22:00.000000","TCNU1691495","802394","9286","40GP","ONE","HR","BK353443","51C-2664","MAERSK HANOI","5005N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","9286"
"GATE_OUT","2026-01-03T20:24:00.000000","HLCU1693588","507017","19625","20GP","MSC","XT","BK761576","50H-9193","SUNNY FREESIA","6804N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","19625"
"GATE_OUT","2026-01-03T20:26:00.000000","MSCU8442909","924463","7305","40GP","MSC","XR","BK162681","60C-1389","MSC ISABELLA","2405N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","7305"
"GATE_OUT","2026-01-03T20:35:00.000000","HLCU3381359","585846","8483","40HC","MSC","XT","BK460758","50H-9193","KOTA GAYA","7103N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","8483"
"GATE_IN","2026-01-03T20:35:00.000000","PONU7587665","893172","5426","40GP","MSC","HR","BK414593","50H-9193","MSC ISABELLA","2703N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","5426"
"GATE_OUT","2026-01-03T20:37:00.000000","TCNU5713670","242175","20234","40HC","MSC","XT","BK605782","51C-2664","KOTA GAYA","9804N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","24188"
"GATE_IN","2026-01-03T20:37:00.000000","TCNU6192235","639332","19904","40GP","MSC","HR","BK539307","60C-1389","KOTA GAYA","6203N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","19904"
"GATE_IN","2026-01-03T20:48:00.000000","TCNU7545041","619516","20334","40HC","KMT","HR","BK186175","50H-9193","MAERSK HANOI","2301N","USLAX","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","20334"
"GATE_OUT","2026-01-03T20:50:00.000000","PONU8502753","632490","20537","40GP","MSC","XT","BK836935","51C-2664","MSC ISABELLA","4202N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","20537"
"GATE_OUT","2026-01-03T20:50:00.000000","MSCU5025275","560818","6981","40GP","MSC","XR","BK781858","51C-2664","MAERSK HANOI","2805N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","6981"
"GATE_IN","2026-01-03T20:52:00.000000","HLCU5388569","845181","11432","40HC","MSC","HR","BK644314","60C-1389","MAERSK HANOI","8105N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","11432"
"GATE_OUT","2026-01-03T20:56:00.000000","TCNU2113647","761255","5165","40HC","KMT","XT","BK416443","51C-2664","SUNNY FREESIA","9804N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","5165"
"GATE_IN","2026-01-03T20:57:00.000000","MSCU2316928","711086","814","20GP","CMA","HR","BK509677","50H-9193","MAERSK HANOI","1504N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","814"
"GATE_IN","2026-01-03T21:01:00.000000","HLCU3983274","759170","4462","20GP","ONE","HR","BK299559","50H-9193","SUNNY FREESIA","1403N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","4462"
"GATE_OUT","2026-01-03T21:01:00.000000","CXDU9250404","321544","9335","40GP","ONE","XR","BK200821","51C-2664","SUNNY FREESIA","1503N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","9335"
"GATE_OUT","2026-01-03T21:02:00.000000","TCNU9822358","746884","9981","20GP","KMT","XR","BK902118","51C-2664","KOTA GAYA","9205N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","9981"
"GATE_IN","2026-01-03T21:02:00.000000","TCNU7742018","265254","3846","40GP","KMT","HR","BK486829","50H-9193","MAERSK HANOI","7101N","CNSHA","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","3846"
"GATE_OUT","2026-01-03T21:03:00.000000","TCNU1362533","482631","14683","20GP","CMA","XR","BK161816","51C-2664","MAERSK HANOI","1503N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","14683"
"GATE_OUT","2026-01-03T21:05:00.000000","PONU7422926","126240","16524","20GP","MSC","XT","BK563144","60C-1389","MSC ISABELLA","1703N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","23614"
"GATE_IN","2026-01-03T21:08:00.000000","MSCU6211758","813759","8078","40GP","CMA","HR","BK593674","50H-9193","MSC ISABELLA","5702N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","8078"
"GATE_OUT","2026-01-03T21:10:00.000000","TCNU9084817","569945","1474","40HC","KMT","XR","BK177333","51C-2664","EVER GIVEN","4801N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","23474"
"GATE_OUT","2026-01-03T21:10:00.000000","MSCU4999016","813385","18031","40GP","ONE","XT","BK116115","60C-1389","EVER GIVEN","4604N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","18031"
"GATE_IN","2026-01-03T21:10:00.000000","HLCU9159653","982585","5138","40GP","ONE","HR","BK357927","60C-1389","KOTA GAYA","4402N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","5138"
"GATE_OUT","2026-01-03T21:14:00.000000","MSCU8570272","913308","17158","40GP","ONE","XR","BK785563","50H-9193","SUNNY FREESIA","6503N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24179"
"GATE_IN","2026-01-03T21:20:00.000000","MSCU2946221","634432","12608","20GP","KMT","HR","BK384839","60C-1389","KOTA GAYA","1603N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","12608"
"GATE_IN","2026-01-03T21:21:00.000000","TCNU3906953","311134","19856","40HC","KMT","HR","BK154927","60C-1389","KOTA GAYA","4605N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","19856"
"GATE_OUT","2026-01-03T21:26:00.000000","PONU5355702","567432","21002","40HC","ONE","XT","BK322953","51C-2664","MAERSK HANOI","4405N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","24127"
"GATE_OUT","2026-01-03T21:27:00.000000","MSCU7292264","872667","16371","20GP","ONE","XR","BK201363","60C-1389","MAERSK HANOI","1904N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","16371"
"GATE_IN","2026-01-03T21:27:00.000000","PONU2273410","657773","2428","40GP","MSC","HR","BK617827","50H-9193","SUNNY FREESIA","6802N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","2428"
"GATE_IN","2026-01-03T21:36:00.000000","HLCU5819920","480075","778","20GP","KMT","HR","BK562924","51C-2664","MAERSK HANOI","4202N","VNHPH","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","778"
"GATE_IN","2026-01-03T21:37:00.000000","TCNU6706024","863084","13110","40HC","ONE","HR","BK579796","51C-2664","SUNNY FREESIA","7504N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13110"
"GATE_IN","2026-01-03T21:38:00.000000","TCNU5914730","410417","18090","20GP","CMA","HR","BK130222","50H-9193","EVER GIVEN","4705N","CNSHA","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","18090"
"GATE_IN","2026-01-03T21:39:00.000000","MSCU3950890","546882","10842","40HC","ONE","HR","BK592110","50H-9193","MAERSK HANOI","6404N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","10842"
"GATE_OUT","2026-01-03T21:43:00.000000","HLCU2944864","724380","8083","40GP","KMT","XR","BK589695","51C-2664","EVER GIVEN","8003N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","8083"
"GATE_IN","2026-01-03T21:49:00.000000","MSCU1039334","970262","16328","40GP","CMA","HR","BK385318","51C-2664","KOTA GAYA","6402N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","16328"
"GATE_OUT","2026-01-03T21:51:00.000000","PONU2221008","962044","9847","40HC","ONE","XR","BK257991","51C-2664","KOTA GAYA","6901N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","9847"
"GATE_OUT","2026-01-03T21:53:00.000000","HLCU4374961","845328","20599","20GP","MSC","XT","BK488850","60C-1389","MSC ISABELLA","6704N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","20599"
"GATE_OUT","2026-01-03T21:57:00.000000","CXDU9276259","509141","18333","40HC","MSC","XT","BK339948","60C-1389","SUNNY FREESIA","4103N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","18333"
"GATE_OUT","2026-01-03T22:01:00.000000","HLCU3072403","456178","11937","40GP","MSC","XT","BK180479","60C-1389","EVER GIVEN","7204N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","11937"
"GATE_IN","2026-01-03T22:11:00.000000","CXDU1224181","355112","20976","40HC","CMA","HR","BK777730","60C-1389","MSC ISABELLA","1801N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","20976"
"GATE_IN","2026-01-03T22:11:00.000000","TCNU8337873","343715","2224","40HC","CMA","HR","BK970233","60C-1389","EVER GIVEN","3801N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","2224"
"GATE_OUT","2026-01-03T22:14:00.000000","MSCU1456240","867302","23099","40HC","CMA","XR","BK944561","50H-9193","MAERSK HANOI","8404N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","23099"
"GATE_OUT","2026-01-03T22:16:00.000000","HLCU8547684","155107","12867","40GP","KMT","XR","BK623179","51C-2664","MSC ISABELLA","9205N","CNSHA","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","12867"
"GATE_IN","2026-01-03T22:18:00.000000","TCNU3816593","509254","6896","40HC","MSC","HR","BK210091","51C-2664","KOTA GAYA","7504N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","6896"
