move_id,container_no_raw,move_time,facility,from_block,from_row,from_bay,from_tier,to_block,to_row,to_bay,to_tier,move_reason,equipment_id,operator_id
b57744f4-8b60-45df-96e1-5827be14d54e,PONU5786527,2026-01-23T11:40:00.000000,CT01-Yard-A,B1,26,7,1,B2,18,12,3,DELIVERY,RTG02,OP5645
7d18d252-83de-4c6d-8458-b5d875ef35ae,MSCU9124171,2026-01-17T22:40:00.000000,CT01-B-05-2,C2,47,40,3,B2,53,11,3,RECEIVE,RTG44,OP4760
40e1b1c9-e3af-4146-86f2-74df0c020191,MSCU9124171,2026-01-17T22:40:00.000000,CT02-Yard-B,B1,59,39,3,A1,10,37,1,RECEIVE,RTG57,OP3683
9212df54-a62b-4650-b4ba-174087f0b8c1,MSCU9124171,2025-12-19T00:43:00.000000,CT01-B-05-2,B2,28,6,5,B1,11,21,4,SHIFTING,RTG08,OP5089
25b6c262-787e-4c71-9b97-5b5abff1238a,HLCU5503746,2026-01-13T08:27:00.000000,CT03-Depot,C1,80,37,2,C2,20,39,5,DELIVERY,RTG27,OP6283
0ff0edfc-2f17-4bd8-a083-e2cab4c5bc06,HLCU5503746,2026-01-14T20:03:00.000000,CT03-A-01-1,A2,93,20,2,B2,10,8,5,REHANDLE,RTG07,OP7747
4ce16b0e-b638-4c38-8a03-b7981d61382b,HLCU5503746,2026-01-13T20:03:35.495891,CT02-Yard-B,A2,9,4,1,A2,68,35,4,DELIVERY,RTG79,OP4110
c0ffbd98-d2dc-4c88-a533-bdffb41cbf96,HLCU5503746,2026-01-14T16:24:46.960410,CT04-Terminal,B2,68,21,4,B2,74,5,1,INSPECTION,RTG57,OP8154
99dc613f-6b00-4cab-be55-673c5368fbb9,PONU6520428,2026-01-14T14:10:00.000000,CT04-B-10-3,B1,70,37,2,C1,6,14,2,REHANDLE,RTG21,OP5006
ad69a266-6081-4238-a16b-1c88163ac20e,PONU6520428,2026-01-12T15:47:00.000000,CT04-Terminal,C1,69,18,4,B2,1,4,3,INSPECTION,RTG77,OP5624
7f27c4b4-7966-4791-8244-09c8fd01e2fa,PONU6520428,2026-01-12T20:39:03.290453,CT01-A-12-1,B1,46,11,5,C1,84,24,5,RECEIVE,RTG07,OP8472
12f0cbd6-8265-45d3-93df-03f4c850f813,TCNU1716249,2026-01-19T16:49:15.261669,CT03-Depot,B1,19,5,4,A2,4,34,1,INSPECTION,RTG99,OP7247
4a2dd3d6-79b3-4c37-9ef1-a5c5dff1af19,TCNU1716249,2026-01-19T16:49:00.000000,CT03-Depot,A2,98,40,1,A1,78,8,5,INSPECTION,RTG85,OP3125
77db983e-70da-4457-a721-b3d19ece4644,TCNU1716249,2026-01-19T16:50:00.000000,CT02-C-20-4,B2,92,11,5,B2,19,10,1,DELIVERY,RTG77,OP4256
3aa83f6d-18cc-4d46-9632-332ae99e18aa,MSCU8970800,2026-01-10T05:33:00.000000,CT02-C-20-4,C2,76,13,5,A2,46,7,2,SHIFTING,RTG30,OP8412
4b5a05c5-1a95-4747-9754-fab01d063482,MSCU8970800,2026-01-08T18:54:33.547701,CT01-A-12-1,A1,28,6,3,B2,26,37,1,RECEIVE,RTG01,OP7686
bfaaf3ba-a1eb-4bc2-9b3d-8ea9cef4378e,MSCU8970800,2026-01-10T05:33:00.000000,CT02-Yard-B,C1,5,21,2,C1,60,38,5,DELIVERY,RTG06,OP8559
e21e5d57-0f78-480c-a429-1a6cba3ff82e,TCNU7026512,2026-01-16T10:39:00.000000,CT01-B-05-2,B2,39,19,3,A1,65,32,3,INSPECTION,RTG99,OP1324
871401ee-aadd-45da-a04e-1a138d203996,TCNU7026512,2026-01-20T07:00:00.000000,CT02-Yard-B,A1,89,4,4,C1,42,18,4,REHANDLE,RTG09,OP5167
e66bb965-d24d-47b0-b9a8-a6adc056f5a4,CXDU5407551,2026-01-06T01:57:01.673467,CT01-B-05-2,A1,20,37,5,A1,62,27,1,RECEIVE,RTG90,OP1009
1b4d7f23-9639-4c15-99cc-9c24145d7801,CXDU5407551,2026-01-06T17:53:00.000000,CT01-A-12-1,B1,91,23,4,C2,84,3,4,RECEIVE,RTG86,OP3204
3503c4ae-9e04-4774-96d2-5a4961090a82,CXDU5407551,2026-01-06T01:52:07.907969,CT01-Yard-A,A1,51,17,4,C1,83,29,1,RECEIVE,RTG54,OP6312
a8d85e6b-3d6c-4097-a04b-fd4c799fb0fb,HLCU1379039,2026-01-04T18:44:41.172013,CT01-Yard-A,,36,7,4,,34,7,5,DELIVERY,RTG94,OP4206
304da016-9d78-4d72-87f1-a23facb55d95,HLCU1379039,2026-01-09T01:45:38.347120,CT01-B-05-2,A1,40,9,5,A1,26,23,3,RECEIVE,RTG03,OP3833
0a22939f-dac4-41d1-81e5-23ea40ea414f,HLCU1379039,2026-01-02T06:48:00.000000,CT01-A-12-1,,27,7,4,,83,9,5,DELIVERY,RTG80,OP6152
6617d845-9f54-4ebb-af3a-0c5f02ff7779,HLCU1379039,2026-01-09T22:22:00.000000,CT03-A-01-1,A1,80,27,2,B2,19,24,2,REHANDLE,RTG12,OP8876
07c7770e-2c3d-4538-b3b9-f851a3bc6bdc,HLCU1379039,2026-01-06T11:35:05.549183,CT04-Terminal,A2,91,30,3,B2,32,26,2,SHIFTING,RTG02,OP4269
639f9dcf-8fd2-4ea1-a4ad-141e4028ae96,HLCU5739425,2026-01-20T14:30:00.000000,CT03-Depot,B1,34,29,3,C1,86,34,1,INSPECTION,RTG50,OP6179
e1e41119-33bc-4c11-b185-abda782f6d19,HLCU5739425,2026-01-20T14:30:00.000000,CT04-B-10-3,B1,16,12,5,B2,79,30,4,SHIFTING,RTG09,OP7723
7035ab81-87e7-42c5-a049-97a655b33754,HLCU6440023,2026-01-13T07:28:00.000000,CT01-Yard-A,,65,33,4,,3,10,2,INSPECTION,RTG22,OP4601
fb89d4d3-1721-478b-9334-0efb437ed504,HLCU6440023,2026-01-01T19:30:00.000000,CT01-B-05-2,B2,59,16,4,A2,88,38,3,DELIVERY,RTG29,OP2943
6e6131c1-eb36-46cd-9ab8-82f481f72abc,TCNU9756767,2026-01-21T05:41:00.000000,CT02-Yard-B,A2,41,8,2,A2,45,17,3,INSPECTION,RTG25,OP6730
9a3e53de-55eb-4da0-91f5-e440e3c9027a,TCNU9756767,2026-01-21T05:41:00.000000,CT03-A-01-1,,27,13,4,,31,9,2,INSPECTION,RTG20,OP8712
5c700e57-bea8-476e-b971-fcd647c4a6ee,HLCU2769903,2026-01-21T08:29:00.000000,CT01-Yard-A,C1,52,37,3,C1,54,18,4,SHIFTING,RTG82,OP3998
8e16c439-b25b-45c5-84a8-a77e93689259,HLCU2769903,2026-01-21T08:29:00.000000,CT02-C-20-4,C1,82,35,5,C2,3,12,2,DELIVERY,RTG91,OP2566
22c12b4f-9add-4aab-ac5f-077d92f38164,PONU3108213,2026-01-22T08:48:11.428415,CT03-Depot,C2,85,30,4,C2,5,25,2,REHANDLE,RTG36,OP6057
ab1aca03-b9d0-4108-929e-fad01dda9ec1,PONU3108213,2026-01-19T12:35:46.323244,CT02-C-20-4,B1,28,2,4,B2,41,11,1,DELIVERY,RTG51,OP7091
c19185f0-c83a-4d38-aba0-36f835978c12,PONU3108213,2026-01-23T20:23:00.000000,CT01-B-05-2,C1,99,37,4,C1,4,18,3,REHANDLE,RTG73,OP2013
6c29a3f7-49a5-4fe9-8aa7-1d00f6d47f3c,PONU3108213,2026-01-21T17:04:34.705721,CT02-C-20-4,C2,29,18,3,C1,20,38,5,REHANDLE,RTG49,OP9236
e19dc1d4-9143-44d3-93f3-c9def1d927e7,HLCU4842308,2025-12-24T00:15:16.469309,CT02-Yard-B,A1,51,32,5,C2,44,22,4,SHIFTING,RTG48,OP8349
875948eb-c16b-4155-a30d-75b8e4e30eaa,HLCU4842308,2025-12-29T02:56:20.163885,CT03-Depot,A2,24,7,1,C1,13,15,5,REHANDLE,RTG36,OP7022
0a975e96-efd9-4c2e-85df-f3e5dc40b57f,HLCU4842308,2026-01-05T20:55:00.000000,CT03-A-01-1,C1,26,32,2,A1,33,23,3,DELIVERY,RTG66,OP8761
5434717e-58ff-4b99-8f56-e6cfc2f82070,MSCU6417982,2026-01-10T15:57:00.000000,CT04-B-10-3,C2,71,18,3,C2,46,1,3,REHANDLE,RTG84,OP6515
f9f22d28-9b3b-4787-af5f-786d715353bc,MSCU6417982,2026-01-10T15:57:00.000000,CT01-A-12-1,C1,66,35,5,C1,59,10,2,RECEIVE,RTG45,OP7742
ab439f2f-6dc7-4c85-98c5-7399c7afe272,MSCU6417982,2025-12-19T08:57:00.000000,CT02-C-20-4,B2,71,27,1,C1,72,27,3,REHANDLE,RTG19,OP5936
c6aad640-cf7b-4cc3-a08c-6a02ee1fb2da,MSCU3015542,2026-01-02T22:05:50.340336,CT04-B-10-3,B1,84,33,4,C1,22,5,3,SHIFTING,RTG90,OP9435
ce42a43d-fd6e-4ec8-969a-42c09ff1a7e3,MSCU3015542,2026-01-02T08:43:17.919474,CT01-Yard-A,A1,3,40,2,B1,16,25,5,RECEIVE,RTG68,OP9464
69c17245-25d7-446e-bdfc-27ea1c0946d9,MSCU3015542,2025-12-26T15:03:00.000000,CT04-Terminal,A1,78,11,3,A2,18,1,4,DELIVERY,RTG28,OP7083
854aafbd-d071-48a0-b1a5-58f16cfc1393,MSCU3015542,2026-01-03T15:05:00.000000,CT01-B-05-2,B1,16,34,2,C1,26,37,4,REHANDLE,RTG90,OP4275
b2895b96-5023-4da6-b6af-318ece0230ff,CXDU5901470,2026-01-21T08:13:00.000000,CT03-Depot,A2,28,12,5,C1,91,26,1,DELIVERY,RTG47,OP7910
cdf4096a-a3d8-4c27-9475-811139f4c588,CXDU5901470,2026-01-19T14:24:33.319961,CT01-B-05-2,,90,10,2,,12,40,1,SHIFTING,RTG78,OP9058
178a739a-d768-4609-a7d9-3024c47f880f,CXDU5901470,2026-01-19T11:26:00.000000,CT04-Terminal,A1,30,38,3,A2,71,25,3,REHANDLE,RTG42,OP3964
6edfe825-b02f-4a1b-b3cc-4fb5abca09fc,PONU5988159,2026-01-25T02:52:00.000000,CT04-Terminal,A2,16,5,4,C1,95,18,2,REHANDLE,RTG56,OP1427
8f0673fe-45c4-4452-8b3c-6345ec8fbb50,PONU5988159,2026-01-25T02:52:00.000000,CT02-Yard-B,A2,14,36,4,B1,21,24,4,DELIVERY,RTG57,OP8035
a7fa5bae-b3a2-473c-87d0-33ba695c45b8,MSCU7796149,2026-01-01T07:00:00.000000,CT04-B-10-3,B1,84,2,2,A1,22,29,1,SHIFTING,RTG11,OP9544
ea3ec466-79cd-4f8e-8541-964800207bca,MSCU7796149,2025-12-29T15:58:22.643024,CT01-B-05-2,A1,50,3,2,A1,30,16,4,DELIVERY,RTG07,OP3172
0c3af929-46aa-43be-b14b-dfa72bcea782,MSCU7796149,2025-12-30T15:41:36.067703,CT01-A-12-1,B2,45,26,1,B1,56,36,2,REHANDLE,RTG55,OP9909
8ca93efc-d2ab-4fe7-bccd-b7152ff42bc7,MSCU7796149,2026-01-01T07:00:00.000000,CT04-B-10-3,C1,65,21,1,A2,90,19,3,INSPECTION,RTG89,OP2353
7a79d0ce-247b-441a-9dc2-1f26e8586f69,PONU6366138,2026-01-12T22:19:00.000000,CT03-A-01-1,B1,88,3,4,B1,30,2,5,REHANDLE,RTG49,OP7599
471a3ef5-e937-4faa-9428-99229a9db2de,PONU6366138,2026-01-14T03:02:01.076340,CT02-C-20-4,,87,21,4,,50,4,3,DELIVERY,RTG66,OP8980
54126689-b922-480f-853b-2fa38c75742a,PONU6366138,2026-01-20T10:38:00.000000,CT03-A-01-1,B2,14,11,3,C1,63,20,5,DELIVERY,RTG83,OP2412
d95bf439-80a2-493a-b0ad-5439eb0a1f76,HLCU4389582,2025-12-30T00:10:45.313720,CT01-A-12-1,B2,77,31,2,A1,63,40,4,REHANDLE,RTG43,OP5320
e5351da3-0f30-44ce-b3f6-999776e4ac3d,HLCU4389582,2025-12-29T20:38:00.000000,CT03-A-01-1,C1,95,19,5,A2,46,25,3,INSPECTION,RTG70,OP6536
cd40c193-8448-44ea-a196-11ce6056a370,HLCU4389582,2026-01-04T22:11:00.000000,CT02-Yard-B,A2,62,30,3,A1,44,37,3,RECEIVE,RTG23,OP1257
03679407-7ef0-4eac-84f9-0a953a834964,HLCU4953375,2026-01-09T20:15:00.000000,CT01-Yard-A,C2,75,11,5,B1,59,33,5,REHANDLE,RTG36,OP4592
20a521e7-478c-457f-8861-607721a922aa,HLCU4953375,2026-01-09T20:15:00.000000,CT01-Yard-A,A1,8,33,4,A1,37,11,4,INSPECTION,RTG17,OP2042
5a8c72ca-e89e-4d0b-8dbd-16eb6e5da00f,HLCU4953375,2026-01-06T15:22:37.074479,CT01-A-12-1,B2,96,29,1,A1,6,37,4,DELIVERY,RTG04,OP9080
e3d3c145-a7b7-4d56-aceb-d5f4adeda87a,MSCU3134852,2026-01-18T23:28:09.211327,CT04-B-10-3,C2,69,27,2,B2,70,30,1,RECEIVE,RTG31,OP3552
f5537bff-98d2-4626-b44c-8c404ede80d6,MSCU3134852,2026-01-19T22:44:20.308611,CT04-Terminal,B1,49,39,5,A2,76,8,3,DELIVERY,RTG34,OP4755
c28718dd-95ed-4272-bc37-022de02925c3,MSCU3134852,2026-01-14T14:06:15.120219,CT02-Yard-B,B2,75,29,2,A2,57,40,1,INSPECTION,RTG63,OP9255
23dc0e38-0ee1-42cf-94b5-5d494b7c3b1b,MSCU3134852,2026-01-20T03:10:00.000000,CT03-Depot,C2,27,35,4,B1,71,39,1,DELIVERY,RTG32,OP5987
066ff889-5213-4d66-899e-c38b5c33e66f,HLCU5418900,2026-01-03T23:21:58.896932,CT01-Yard-A,B1,59,26,2,C1,67,19,3,DELIVERY,RTG15,OP7849
db3dd547-aca9-4a21-9c12-f1989f814da9,HLCU5418900,2026-01-04T05:04:00.000000,CT04-Terminal,B1,91,1,2,B2,61,6,2,RECEIVE,RTG88,OP7243
ddb2d4dc-091a-425b-b6d1-869504dd351b,HLCU5418900,2026-01-04T05:04:00.000000,CT03-A-01-1,A1,55,28,3,A1,72,11,1,REHANDLE,RTG60,OP8424
c8fa6397-783b-40d6-b5ac-17b15a974bc7,HLCU3386076,2026-01-24T02:27:00.000000,CT01-Yard-A,,26,32,2,,4,38,4,RECEIVE,RTG32,OP1419
bc572ee0-12f5-47e0-9803-22cc97763591,HLCU3386076,2026-01-14T09:24:06.500622,CT01-A-12-1,A1,17,39,5,A2,76,16,5,REHANDLE,RTG93,OP5904
93db142b-301b-48c6-a446-f6a29f6c0c84,HLCU3386076,2026-01-12T16:37:00.000000,CT03-A-01-1,B2,80,19,1,C2,2,13,4,DELIVERY,RTG75,OP2960
8776366b-220f-4ba2-b37b-c0ed92344f58,MSCU4239341,2025-12-31T14:42:00.000000,CT03-Depot,C1,6,10,4,A1,25,39,2,RECEIVE,RTG58,OP1135
b0a6db20-9e48-4d60-a4ad-11e7fb867071,MSCU4239341,2026-01-04T03:20:00.000000,CT02-C-20-4,A2,88,10,2,A1,17,35,4,INSPECTION,RTG85,OP7447
a85df505-60c8-4d23-a94f-556eb409bd89,TCNU1856727,2026-01-06T00:46:36.225386,CT01-Yard-A,A1,46,37,2,A1,51,2,2,DELIVERY,RTG21,OP3073
32660730-ffb4-4180-949a-bdb6f0d7b759,TCNU1856727,2026-01-06T06:37:00.000000,CT04-Terminal,C1,60,10,1,A2,21,9,5,DELIVERY,RTG49,OP6920
33d3ee5a-7f32-434f-a186-237731498f14,TCNU1856727,2026-01-04T18:59:00.000000,CT03-Depot,C1,25,10,4,A1,97,25,2,INSPECTION,RTG97,OP8243
93c33ba0-26af-41a0-ae79-1c9b6d3a472a,TCNU1856727,2026-01-05T06:22:08.588306,CT04-Terminal,C2,44,29,2,B2,24,26,3,INSPECTION,RTG37,OP7987
7c807ee4-6da0-474a-ad10-2321fef107f1,TCNU1856727,2026-01-06T06:37:00.000000,CT02-C-20-4,A2,84,38,1,B2,66,4,2,DELIVERY,RTG91,OP1404
afc44114-13d2-41e6-9480-9096c6060329,PONU5464125,2026-01-14T16:56:00.000000,CT04-B-10-3,C1,40,2,3,B2,52,1,3,SHIFTING,RTG58,OP7988
97239a81-59f3-429c-a220-e07a525e9990,PONU5464125,2026-01-20T01:43:03.770184,CT03-Depot,B1,70,35,3,B2,89,2,1,RECEIVE,RTG64,OP2296
2c64bbbc-0cd9-40e4-ad93-1baaf6964ed7,PONU5464125,2026-01-24T11:58:00.000000,CT03-A-01-1,A2,88,27,3,C1,61,14,3,INSPECTION,RTG31,OP1033
84523075-c15d-433b-9baa-0034a8227ee5,PONU5464125,2026-01-16T20:25:03.597446,CT02-Yard-B,C1,37,24,2,A2,28,19,3,INSPECTION,RTG90,OP9894
c42c6906-689d-462f-a1af-583179db756b,HLCU4610784,2026-01-09T12:00:00.000000,CT01-Yard-A,A1,52,25,1,B2,48,34,4,REHANDLE,RTG89,OP6496
6057de06-3943-4a25-a98e-88afbd84ae36,HLCU4610784,2026-01-07T21:11:00.000000,CT01-Yard-A,B2,42,2,2,B2,2,26,5,REHANDLE,RTG47,OP5688
11c65b38-aa57-4d13-9675-7785283664c2,TCNU9502685,2026-01-19T14:55:00.000000,CT03-A-01-1,,91,25,3,,79,28,4,SHIFTING,RTG28,OP2981
98f6c93c-fa2a-47c6-a2b1-b5146179394c,TCNU9502685,2026-01-21T12:40:00.000000,CT03-Depot,A1,59,2,5,A1,13,11,3,SHIFTING,RTG29,OP7437
43cdfaf1-98a2-4434-80ce-1077d9dbaee5,HLCU3972470,2026-01-17T07:31:00.000000,CT02-Yard-B,B2,81,25,5,C2,15,1,2,REHANDLE,RTG38,OP6700
249fa2ba-d0f3-460d-9e7d-b948b0b89966,HLCU3972470,2026-01-17T07:31:00.000000,CT01-Yard-A,B1,57,5,4,C1,95,27,4,SHIFTING,RTG44,OP3550
050e5323-d915-4587-9a5e-4354bde8c2cf,PONU3056464,2026-01-15T14:40:00.000000,CT01-A-12-1,C2,49,32,1,B1,62,20,2,DELIVERY,RTG75,OP6527
0686ab9e-9142-4f0f-bbe9-eab860b7c36f,PONU3056464,2026-01-09T18:22:46.364525,CT02-C-20-4,B1,46,23,5,A2,52,40,4,INSPECTION,RTG47,OP8530
eecaee7c-898d-4850-a63b-fd5058cb38fc,PONU3056464,2026-01-09T17:58:00.000000,CT01-B-05-2,B1,44,18,1,C2,75,6,1,SHIFTING,RTG85,OP4869
056f4cd6-193d-4b8d-b723-3efa0ad532cc,HLCU7735767,2026-01-22T17:29:00.000000,CT01-Yard-A,B1,82,23,1,B1,74,25,4,DELIVERY,RTG32,OP7544
0d72c9ed-7b22-4c99-9187-85b757365404,HLCU7735767,2026-01-23T09:27:00.000000,CT03-Depot,B2,75,5,4,C1,90,39,1,SHIFTING,RTG82,OP4021
4b976d83-9c45-497c-a8f9-c500a552667b,HLCU6691248,2026-01-16T12:25:00.000000,CT02-Yard-B,A1,14,39,3,B1,52,25,4,INSPECTION,RTG91,OP9561
4e118f05-413e-4c97-ac25-4d7949b3c004,HLCU6691248,2026-01-08T14:00:00.000000,CT03-Depot,C2,50,1,5,A1,76,40,3,SHIFTING,RTG82,OP2805
20ffb245-f85d-4e39-af96-b830fa20f3f6,HLCU4297347,2026-01-12T04:09:00.000000,CT02-Yard-B,B2,89,2,1,B1,85,1,5,DELIVERY,RTG03,OP4665
fe115133-6000-4c59-8fea-e9ff73f7fc0f,HLCU4297347,2026-01-11T11:16:00.000000,CT01-B-05-2,A2,19,8,4,B2,79,34,1,DELIVERY,RTG58,OP6918
4f0e7217-3963-4d3d-bfc3-13eaf6beb852,HLCU4812426,2026-01-02T22:11:00.000000,CT03-Depot,B1,95,14,2,A1,37,23,2,REHANDLE,RTG81,OP8640
e27619b7-f971-427e-b739-c01c2d687289,HLCU4812426,2025-12-25T15:13:00.000000,CT02-Yard-B,B2,95,32,1,C1,59,17,4,INSPECTION,RTG15,OP5858
a2d5d44c-415c-4146-b8c3-54e34bce7791,CXDU9536475,2026-01-05T02:54:04.385752,CT02-Yard-B,A2,4,33,5,C2,14,14,2,DELIVERY,RTG70,OP8086
3285eccc-6553-4b13-a793-adf67cb63ef0,CXDU9536475,2026-01-05T22:17:00.000000,CT01-A-12-1,C1,85,28,3,C2,47,40,3,INSPECTION,RTG56,OP5144
b9e77457-d30c-4199-8041-a4f4f4631027,CXDU9536475,2026-01-05T14:06:43.801262,CT04-Terminal,A2,94,30,1,B2,48,12,4,REHANDLE,RTG25,OP3697
52bbee1d-a330-481b-83ef-b64bb74d72f1,CXDU9536475,2026-01-04T16:51:00.000000,CT01-Yard-A,,88,4,5,,22,33,2,SHIFTING,RTG97,OP4339
fe640775-749a-4d66-99c8-9b361bd6ffc7,TCNU7986924,2026-01-08T02:47:51.165401,CT03-A-01-1,B1,39,40,2,C1,41,29,4,REHANDLE,RTG69,OP6094
0fe81d17-1087-48da-b0ca-ebd626487a23,TCNU7986924,2026-01-04T03:50:10.050003,CT04-B-10-3,,68,28,5,,74,39,2,REHANDLE,RTG58,OP1170
48d7c29f-30b5-457a-8ae9-7ced6899373b,TCNU7986924,2026-01-08T05:54:00.000000,CT04-B-10-3,B2,4,16,2,A2,58,31,5,INSPECTION,RTG84,OP1534
75e40c6a-4cd6-4aaa-951b-e11bfa8e8d03,TCNU7986924,2026-01-07T06:48:13.950000,CT02-C-20-4,A1,72,17,1,A2,36,24,3,SHIFTING,RTG87,OP9230
6b2be236-5253-4f6d-a875-f7e4adba07b8,TCNU3426843,2026-01-19T14:31:00.000000,CT02-C-20-4,A2,80,22,2,C1,83,34,5,RECEIVE,RTG45,OP1432
b0d29b5a-bedb-436e-9990-568217e54d8c,TCNU3426843,2026-01-18T04:59:54.049352,CT01-B-05-2,A1,29,39,3,A1,6,1,5,RECEIVE,RTG71,OP6030
c592a066-3b02-4267-9af5-94665241db48,TCNU3426843,2026-01-16T08:57:26.493324,CT02-C-20-4,B1,96,27,2,A2,44,25,1,RECEIVE,RTG21,OP9121
95d87934-4fac-429d-b035-ed8e3c35abb6,CXDU6424307,2026-01-05T01:20:00.000000,CT01-B-05-2,A1,11,28,4,C2,38,37,2,REHANDLE,RTG07,OP3478
f040acdc-2b0f-4a49-8c78-fa7ee2f0aee8,CXDU3892778,2026-01-03T19:35:00.000000,CT03-A-01-1,,86,15,2,,68,24,1,RECEIVE,RTG10,OP4532
7c9736e2-2a19-4943-8741-2d8ed61866a9,CXDU3892778,2026-01-04T19:06:00.000000,CT03-Depot,B1,61,1,1,A1,66,28,5,REHANDLE,RTG96,OP3072
3e2147a4-7d87-411f-85b6-0b023432e3a4,PONU1400273,2025-12-26T00:29:55.983263,CT01-Yard-A,,2,26,5,,75,6,3,DELIVERY,RTG25,OP3418
619a6ece-eb50-4c99-a7a9-d2006329b9c0,PONU1400273,2025-12-26T13:52:00.000000,CT02-C-20-4,B1,69,26,4,A2,49,28,3,REHANDLE,RTG69,OP5422
338d286c-aca8-408e-aef2-836fc099f504,PONU1400273,2025-12-23T11:34:00.000000,CT03-Depot,A2,68,3,4,C1,56,38,2,REHANDLE,RTG52,OP1214
8e236983-0140-4bdb-9f7e-d82209f9861e,TCNU8092063,2026-01-13T19:54:00.000000,CT04-Terminal,B2,25,3,4,A1,92,20,5,INSPECTION,RTG62,OP2716
b5900b1d-b1b7-4d19-8d57-b273d864bc05,TCNU8092063,2025-12-31T13:30:00.000000,CT04-B-10-3,A2,83,20,3,C1,88,8,2,RECEIVE,RTG20,OP2680
3fda7976-a78d-4c34-be0d-647e7fde8ebc,TCNU8092063,2026-01-09T08:00:11.739615,CT01-A-12-1,C1,58,11,4,C1,94,22,1,DELIVERY,RTG59,OP3157
e6fddcc4-8d1a-4402-9b78-721e8a90d597,TCNU5635749,2025-12-27T15:03:00.000000,CT04-Terminal,A2,81,25,5,C1,45,23,3,INSPECTION,RTG62,OP1142
c4ff445a-8cff-40ac-886a-e4ba1e7c960f,TCNU5635749,2025-12-31T10:04:00.000000,CT02-Yard-B,B2,7,3,5,B1,5,39,2,RECEIVE,RTG61,OP2600
46945f8d-b9e6-4067-968b-54105222a403,CXDU3546762,2026-01-01T05:03:48.230749,CT01-Yard-A,A2,23,14,2,B1,12,7,5,SHIFTING,RTG70,OP3436
aa139028-f23b-4035-aa6e-bc121b2de06f,CXDU3546762,2026-01-02T13:42:00.000000,CT03-Depot,B2,50,18,5,A2,97,16,2,REHANDLE,RTG26,OP1080
baeaa9df-c448-4170-97ac-5606a25132fa,CXDU3546762,2026-01-02T13:42:00.000000,CT03-A-01-1,A1,39,25,4,C1,61,34,3,INSPECTION,RTG44,OP8881
e0f1872c-febd-4618-b343-a542c62b4e03,CXDU4048011,2025-12-27T20:13:00.000000,CT01-Yard-A,A2,91,5,5,B2,80,18,3,SHIFTING,RTG75,OP4028
9db92ec0-1e88-46ca-800b-5928199fd39d,CXDU4048011,2026-01-06T18:39:00.000000,CT04-Terminal,B1,25,29,3,A2,20,7,5,RECEIVE,RTG24,OP2740
8acdb5f2-845b-4bd3-beca-925b46dd993d,TCNU6539329,2026-01-25T00:37:00.000000,CT04-B-10-3,B1,62,4,1,B1,13,18,4,RECEIVE,RTG51,OP8492
08f78789-a76a-405e-a17a-ac5ffd8e721f,TCNU6539329,2026-01-25T00:37:00.000000,CT03-A-01-1,C2,89,33,2,A2,8,27,3,RECEIVE,RTG73,OP6637
5ebbf1c5-46c6-4722-aa57-e5fc92328d0b,TCNU6539329,2026-01-22T02:02:48.939554,CT03-Depot,B1,17,37,2,A2,69,40,4,REHANDLE,RTG05,OP7852
a10ee2f9-4332-42f5-98ea-c0e33a96024d,PONU8340540,2026-01-16T01:36:06.380952,CT03-Depot,A1,86,9,3,C1,87,25,2,INSPECTION,RTG73,OP6881
df90b9c5-d4c2-4880-81c6-5fcb598e9c01,PONU8340540,2026-01-24T05:44:00.000000,CT02-Yard-B,C1,59,29,1,C1,24,4,5,DELIVERY,RTG59,OP4978
2c81b45b-1ceb-4e59-ac63-61743f965dfb,PONU8340540,2026-01-24T05:44:00.000000,CT01-B-05-2,B2,15,12,1,B1,77,23,1,REHANDLE,RTG24,OP7670
950dbb8b-b6c0-4fe0-a248-f08004fa30a3,TCNU8748567,2026-01-13T23:04:00.000000,CT01-Yard-A,,74,6,5,,22,31,4,RECEIVE,RTG40,OP7039
5a8b1c67-80ce-4279-b9c8-af4d775c1d48,TCNU8748567,2026-01-12T17:40:00.000000,CT02-C-20-4,,11,18,5,,55,24,2,DELIVERY,RTG71,OP5215
cd577e6b-ed11-4eaf-bd88-5cf9735b8346,PONU5290122,2026-01-09T12:20:00.000000,CT03-A-01-1,B2,43,31,4,B1,51,7,1,DELIVERY,RTG57,OP2343
402bb447-d3f4-4afa-9e7c-523276c7e6bb,PONU5290122,2026-01-09T08:06:48.022215,CT01-B-05-2,C1,22,25,5,A2,22,15,3,DELIVERY,RTG70,OP7649
96d3e45b-3eca-48e0-b0f5-ef2d8a4cda48,PONU5290122,2026-01-08T12:21:46.407279,CT03-A-01-1,B2,79,31,4,B1,65,22,1,SHIFTING,RTG47,OP7163
29cc45b0-89e1-414d-9be0-5f2582797bb3,PONU5290122,2026-01-09T12:20:00.000000,CT01-A-12-1,A2,81,17,4,A1,41,14,1,DELIVERY,RTG31,OP7027
35b0b43c-f9a6-4d15-ba59-32fe41216f56,TCNU5917995,2026-01-18T10:37:00.000000,CT02-Yard-B,,48,29,2,,29,30,3,SHIFTING,RTG91,OP3672
9919ed37-9196-4799-86ce-5cf3a5a8d57b,TCNU5917995,2026-01-25T11:19:00.000000,CT04-Terminal,C1,64,37,3,B1,79,33,1,DELIVERY,RTG10,OP6147
