event_time,container_no_raw,size_raw,location_raw,note_raw,stage,source_file,source_row
2026-01-04T15:13:23.954203,PONU6587610,45,CT04-B-10-3,,ESTIMATE,mnr_system_dump.xlsx,14479
2026-01-20T09:17:00.000000,PONU6587610,40,CT03-A-01-1,,APPROVAL,mnr_system_dump.xlsx,19535
2026-01-20T09:17:00.000000,PONU6587610,20,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,433
2025-12-20T07:10:00.000000,HLCU2532187,40,CT01-Yard-A,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,10001
2025-12-20T07:09:00.000000,HLCU2532187,20,CT02-Yard-B,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,434
2026-01-21T07:27:40.282201,CXDU8256699,45,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,3106
2026-01-21T09:10:36.187528,CXDU8256699,20,CT04-B-10-3,,AUTHORIZATION,mnr_system_dump.xlsx,19211
2026-01-21T12:25:12.477427,CXDU8256699,20,CT04-Terminal,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,17960
2026-01-21T21:46:25.248941,CXDU8256699,20,CT01-Yard-A,Floor broken,REPAIRED,mnr_system_dump.xlsx,12357
2026-01-21T22:07:00.000000,CXDU8256699,45,CT03-A-01-1,Dent on panel,COMPLETED,mnr_system_dump.xlsx,435
2026-01-24T08:41:00.000000,PONU2549608,45,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,20142
2026-01-24T08:41:00.000000,PONU2549608,40,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,437
2026-01-20T00:44:00.000000,MSCU4852075,40,CT02-C-20-4,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,3528
2026-01-23T02:19:00.000000,MSCU4852075,40,CT01-B-05-2,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,439
2026-01-20T10:32:00.000000,CXDU7101994,40,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,8965
2026-01-20T10:32:00.000000,CXDU7101994,40,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,440
2026-01-19T23:47:58.830810,MSCU3403480,20,CT04-B-10-3,,ESTIMATE,mnr_system_dump.xlsx,21128
2026-01-22T06:04:00.000000,MSCU3403480,20,CT04-B-10-3,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,19241
2026-01-20T21:39:02.072584,MSCU3403480,45,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,442
2026-01-19T08:28:47.973351,HLCU5080579,20,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,6555
2026-01-19T08:12:02.222324,HLCU5080579,45,CT03-A-01-1,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,4548
2026-01-18T15:20:30.720802,HLCU5080579,20,CT04-Terminal,Dent on panel,REPAIRED,mnr_system_dump.xlsx,20140
2026-01-19T22:46:00.000000,HLCU5080579,40,CT03-Depot,Floor broken,COMPLETED,mnr_system_dump.xlsx,443
2026-01-13T10:05:00.000000,CXDU3786844,20,CT03-A-01-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,445
2026-01-15T06:55:00.000000,CXDU3786844,20,CT02-Yard-B,Dent on panel,COMPLETED,mnr_system_dump.xlsx,19360
2026-01-19T13:10:00.000000,PONU2966884,40,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,20102
2026-01-20T11:47:22.684382,PONU2966884,45,CT01-A-12-1,,APPROVAL,mnr_system_dump.xlsx,446
2026-01-20T18:07:00.000000,PONU2966884,45,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,15598
2025-12-31T14:39:00.000000,PONU6817023,40,CT01-A-12-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,16469
2026-01-08T15:02:00.000000,PONU6817023,20,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,447
2026-01-07T10:39:00.000000,CXDU6578474,20,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,2714
2026-01-08T02:02:47.061172,CXDU6578474,40,CT02-Yard-B,Floor broken,APPROVAL,mnr_system_dump.xlsx,20004
2026-01-08T07:00:00.000000,CXDU6578474,45,CT03-Depot,,COMPLETED,mnr_system_dump.xlsx,448
2026-01-05T08:41:00.000000,MSCU8554164,45,CT03-A-01-1,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,449
2026-01-17T03:20:00.000000,PONU8277187,45,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,452
2026-01-07T16:30:00.000000,MSCU1164556,45,CT03-Depot,Floor broken,ESTIMATE,mnr_system_dump.xlsx,19698
2026-01-08T12:46:00.000000,MSCU1164556,45,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,453
2026-01-22T02:16:00.000000,CXDU9370968,45,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,454
2026-01-22T02:16:00.000000,CXDU9370968,20,CT03-A-01-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,15132
2026-01-12T15:33:00.000000,MSCU3338166,45,CT04-Terminal,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,456
2026-01-13T11:54:00.000000,MSCU3338166,45,CT04-Terminal,Dent on panel,COMPLETED,mnr_system_dump.xlsx,6480
2026-01-20T17:47:00.000000,PONU9349705,45,CT02-Yard-B,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,458
2026-01-20T17:47:00.000000,PONU9349705,20,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,18698
2026-01-18T10:17:02.361196,MSCU3199060,45,CT03-A-01-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,459
2026-01-20T22:52:37.514700,MSCU3199060,40,CT01-B-05-2,Dent on panel,APPROVAL,mnr_system_dump.xlsx,12048
2026-01-24T02:33:00.000000,MSCU3199060,45,CT02-C-20-4,Floor broken,COMPLETED,mnr_system_dump.xlsx,1298
2026-01-06T16:50:00.000000,TCNU8098036,45,CT01-B-05-2,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,12742
2026-01-07T18:32:00.000000,TCNU8098036,45,CT02-Yard-B,Floor broken,COMPLETED,mnr_system_dump.xlsx,461
2026-01-13T11:48:16.975138,PONU7997203,45,CT04-Terminal,Floor broken,ESTIMATE,mnr_system_dump.xlsx,462
2026-01-14T03:48:00.000000,PONU7997203,40,CT01-A-12-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,6909
2026-01-14T03:48:00.000000,PONU7997203,45,CT03-Depot,,COMPLETED,mnr_system_dump.xlsx,11672
2025-12-24T01:28:00.000000,HLCU2022935,40,CT02-Yard-B,Floor broken,ESTIMATE,mnr_system_dump.xlsx,15961
2025-12-30T02:53:00.000000,HLCU2022935,40,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,463
2026-01-13T09:26:22.133798,HLCU2092104,20,CT02-Yard-B,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,465
2026-01-14T05:49:00.000000,HLCU2092104,40,CT01-Yard-A,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,14178
2026-01-14T05:49:00.000000,HLCU2092104,45,CT01-A-12-1,Dent on panel,REPAIRED,mnr_system_dump.xlsx,18560
2026-01-13T09:41:22.155362,HLCU2092104,20,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,21502
2026-01-04T21:08:00.000000,TCNU4062385,20,CT03-Depot,,AUTHORIZATION,mnr_system_dump.xlsx,466
2026-01-01T08:03:00.000000,MSCU1555669,20,CT02-C-20-4,Floor broken,ESTIMATE,mnr_system_dump.xlsx,9666
2026-01-03T07:32:24.172371,MSCU1555669,45,CT02-C-20-4,,APPROVAL,mnr_system_dump.xlsx,9135
2026-01-05T17:46:00.000000,MSCU1555669,20,CT02-Yard-B,Dent on panel,COMPLETED,mnr_system_dump.xlsx,467
2026-01-08T16:57:00.000000,PONU2648401,40,CT03-Depot,Dent on panel,APPROVAL,mnr_system_dump.xlsx,468
2026-01-23T06:57:00.000000,PONU3670643,20,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,15512
2026-01-20T20:45:16.576000,PONU3670643,20,CT02-C-20-4,Floor broken,APPROVAL,mnr_system_dump.xlsx,4801
2026-01-21T13:32:32.244487,PONU3670643,45,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,469
2026-01-23T17:36:00.000000,PONU7649315,20,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,12386
2026-01-22T13:46:00.000000,PONU7649315,45,CT04-Terminal,Dent on panel,COMPLETED,mnr_system_dump.xlsx,470
2026-01-11T03:39:38.704103,CXDU3316718,20,CT01-B-05-2,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,1290
2026-01-12T16:23:00.000000,CXDU3316718,45,CT04-Terminal,Dent on panel,APPROVAL,mnr_system_dump.xlsx,471
2026-01-07T07:15:00.000000,CXDU3316718,45,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,18384
2026-01-16T19:02:32.717356,MSCU8370792,40,CT02-C-20-4,Floor broken,ESTIMATE,mnr_system_dump.xlsx,17640
2026-01-19T02:34:00.000000,MSCU8370792,40,CT03-Depot,,APPROVAL,mnr_system_dump.xlsx,9296
2026-01-19T02:34:00.000000,MSCU8370792,20,CT04-B-10-3,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,473
2026-01-15T00:54:00.000000,HLCU5938476,40,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,5421
2026-01-17T00:28:00.000000,HLCU5938476,20,CT04-B-10-3,,COMPLETED,mnr_system_dump.xlsx,474
2026-01-18T13:06:00.000000,TCNU9729269,20,CT01-B-05-2,,AUTHORIZATION,mnr_system_dump.xlsx,478
2025-12-23T03:09:00.000000,PONU9140988,45,CT03-Depot,,ESTIMATE,mnr_system_dump.xlsx,3233
2025-12-23T03:09:00.000000,PONU9140988,45,CT03-Depot,,COMPLETED,mnr_system_dump.xlsx,479
2026-01-08T11:42:00.000000,PONU5953814,45,CT02-C-20-4,Floor broken,ESTIMATE,mnr_system_dump.xlsx,480
2026-01-08T11:42:00.000000,PONU5953814,40,CT01-A-12-1,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,14129
2026-01-05T08:21:38.275949,PONU5953814,20,CT03-Depot,,REPAIRED,mnr_system_dump.xlsx,3127
2026-01-04T10:38:00.000000,PONU5953814,45,CT01-Yard-A,,COMPLETED,mnr_system_dump.xlsx,12179
2026-01-08T12:05:00.000000,CXDU1307203,40,CT01-Yard-A,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,482
2026-01-01T22:15:00.000000,PONU5823854,45,CT02-C-20-4,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,483
2025-12-29T12:37:00.000000,PONU8688785,45,CT01-B-05-2,Dent on panel,COMPLETED,mnr_system_dump.xlsx,485
2026-01-12T06:14:00.000000,TCNU9659596,45,CT03-A-01-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,1402
2026-01-02T06:49:00.000000,TCNU9659596,45,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,486
2026-01-12T00:21:34.629629,MSCU4300797,20,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,487
2026-01-17T01:54:00.000000,MSCU4300797,40,CT02-C-20-4,,APPROVAL,mnr_system_dump.xlsx,15594
2026-01-17T01:54:00.000000,MSCU4300797,20,CT04-B-10-3,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,19840
2026-01-23T13:16:00.000000,TCNU6797973,40,CT03-A-01-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,17245
2026-01-22T10:33:00.000000,TCNU6797973,20,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,489
2026-01-10T08:31:00.000000,PONU9711849,20,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,490
2026-01-20T23:41:00.000000,PONU9711849,20,CT03-A-01-1,,COMPLETED,mnr_system_dump.xlsx,6833
2026-01-04T18:55:00.000000,PONU7679760,45,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,492
2026-01-03T18:33:00.000000,PONU7679760,40,CT04-B-10-3,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,21689
2026-01-23T04:41:00.000000,TCNU7002407,40,CT02-Yard-B,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,3616
2026-01-23T04:41:00.000000,TCNU7002407,45,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,493
2026-01-06T18:50:00.000000,PONU1905547,40,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,12445
2026-01-04T22:23:00.000000,PONU1905547,20,CT04-B-10-3,Dent on panel,COMPLETED,mnr_system_dump.xlsx,495
2026-01-22T06:34:00.000000,TCNU6209319,20,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,3931
2026-01-18T03:58:00.000000,TCNU6209319,45,CT04-Terminal,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,497
2026-01-13T03:43:58.119891,MSCU4936778,40,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,20054
2026-01-14T02:34:00.000000,MSCU4936778,40,CT03-A-01-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,4400
2026-01-12T17:04:00.000000,MSCU4936778,20,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,498
2026-01-23T01:23:00.000000,TCNU3670554,20,CT01-Yard-A,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,7796
2026-01-22T03:40:00.000000,TCNU3670554,40,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,500
2025-12-27T12:48:00.000000,PONU3238875,20,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,502
2026-01-19T06:34:00.000000,TCNU1670614,45,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,10418
2026-01-11T22:27:00.000000,TCNU1670614,45,CT01-B-05-2,,APPROVAL,mnr_system_dump.xlsx,20213
2026-01-19T06:34:00.000000,TCNU1670614,45,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,503
2026-01-20T10:29:00.000000,MSCU3428655,45,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,1293
2026-01-20T10:29:00.000000,MSCU3428655,20,CT02-Yard-B,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,504
2026-01-15T00:54:00.000000,HLCU3541308,40,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,14047
2026-01-15T00:54:00.000000,HLCU3541308,45,CT03-Depot,,APPROVAL,mnr_system_dump.xlsx,505
2026-01-10T21:23:00.369393,HLCU3541308,20,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,9034
2025-12-12T15:11:00.000000,MSCU2448297,20,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,508
2026-01-01T14:15:00.000000,MSCU2448297,20,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,6680
2026-01-23T02:19:55.492457,CXDU7334335,40,CT03-Depot,Floor broken,ESTIMATE,mnr_system_dump.xlsx,21820
2026-01-22T01:41:20.905887,CXDU7334335,40,CT02-Yard-B,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,9131
2026-01-25T00:37:00.000000,CXDU7334335,45,CT01-B-05-2,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,16789
2026-01-25T00:37:00.000000,CXDU7334335,45,CT02-Yard-B,Floor broken,COMPLETED,mnr_system_dump.xlsx,510
2026-01-04T14:20:00.000000,MSCU4576954,20,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,511
2026-01-12T06:12:00.000000,MSCU4576954,20,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,6784
2026-01-24T12:09:00.000000,PONU4962275,20,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,512
2026-01-16T10:15:00.000000,PONU4962275,45,CT01-A-12-1,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,1319
2026-01-18T10:49:50.653629,PONU4962275,40,CT02-Yard-B,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,11695
2025-12-28T10:27:23.918133,PONU6629819,20,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,15692
2025-12-28T21:39:00.000000,PONU6629819,45,CT03-Depot,Floor broken,APPROVAL,mnr_system_dump.xlsx,1877
2025-12-27T12:22:00.000000,PONU6629819,20,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,513
2026-01-18T14:42:00.000000,MSCU9893130,40,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,514
2026-01-23T23:20:00.000000,MSCU9893130,20,CT01-Yard-A,Dent on panel,COMPLETED,mnr_system_dump.xlsx,5456
2025-12-31T07:49:00.000000,CXDU5818572,20,CT02-Yard-B,,ESTIMATE,mnr_system_dump.xlsx,20344
2025-12-31T07:49:00.000000,CXDU5818572,45,CT04-Terminal,,COMPLETED,mnr_system_dump.xlsx,515
2025-12-22T14:02:00.000000,MSCU3458198,45,CT01-A-12-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,2945
2025-12-23T09:29:00.000000,MSCU3458198,40,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,518
2026-01-20T17:37:00.000000,HLCU2160456,40,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,14725
2026-01-22T04:00:00.000000,HLCU2160456,40,CT02-Yard-B,Dent on panel,COMPLETED,mnr_system_dump.xlsx,520
2026-01-11T21:56:00.000000,CXDU5781838,20,CT04-Terminal,,ESTIMATE,mnr_system_dump.xlsx,6611
2026-01-06T07:20:00.000000,CXDU5781838,40,CT03-Depot,Floor broken,APPROVAL,mnr_system_dump.xlsx,4123
2026-01-08T18:18:34.400767,CXDU5781838,40,CT02-Yard-B,,COMPLETED,mnr_system_dump.xlsx,521
2026-01-16T01:59:00.000000,HLCU8097683,45,CT01-B-05-2,Floor broken,ESTIMATE,mnr_system_dump.xlsx,522
2026-01-10T12:00:46.677220,HLCU8097683,45,CT01-A-12-1,,APPROVAL,mnr_system_dump.xlsx,4468
2026-01-13T18:43:22.330623,HLCU8097683,20,CT01-Yard-A,Floor broken,COMPLETED,mnr_system_dump.xlsx,4172
2026-01-18T19:59:00.000000,MSCU8734325,20,CT04-B-10-3,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,523
2026-01-04T09:25:00.000000,CXDU1884439,40,CT04-B-10-3,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,10123
2025-12-27T12:13:00.000000,CXDU1884439,40,CT03-Depot,Floor broken,COMPLETED,mnr_system_dump.xlsx,524
2026-01-24T07:31:00.000000,TCNU4947333,45,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,526
2026-01-24T07:31:00.000000,TCNU4947333,45,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,13467
2026-01-13T05:16:00.000000,MSCU1223372,20,CT04-B-10-3,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,4890
2026-01-13T05:16:00.000000,MSCU1223372,45,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,527
2026-01-22T12:34:00.000000,PONU3250888,45,CT01-A-12-1,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,529
2026-01-23T23:02:00.000000,PONU3250888,40,CT04-Terminal,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,3778
2026-01-12T18:09:00.000000,CXDU9143312,20,CT01-B-05-2,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,2533
2026-01-11T05:19:40.139401,CXDU9143312,40,CT04-B-10-3,Door hinge loose,AUTHORIZATION,mnr_system_dump.xlsx,17788
2026-01-12T05:19:49.890617,CXDU9143312,20,CT04-Terminal,,REPAIRED,mnr_system_dump.xlsx,6086
2026-01-05T16:34:10.327927,CXDU9143312,40,CT04-B-10-3,,COMPLETED,mnr_system_dump.xlsx,531
2026-01-17T19:37:13.655735,TCNU5178718,40,CT02-C-20-4,,ESTIMATE,mnr_system_dump.xlsx,20962
2026-01-17T19:38:00.000000,TCNU5178718,40,CT03-Depot,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,15156
2026-01-17T19:37:00.000000,TCNU5178718,40,CT02-Yard-B,Dent on panel,REPAIRED,mnr_system_dump.xlsx,533
2026-01-17T19:37:40.125047,TCNU5178718,45,CT03-Depot,Dent on panel,COMPLETED,mnr_system_dump.xlsx,12056
2026-01-15T06:15:00.000000,HLCU8921876,20,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,19534
2026-01-07T15:22:00.000000,HLCU8921876,40,CT02-C-20-4,Floor broken,COMPLETED,mnr_system_dump.xlsx,534
2026-01-22T15:43:00.000000,PONU6970693,20,CT04-B-10-3,Floor broken,ESTIMATE,mnr_system_dump.xlsx,13091
2026-01-18T19:50:00.000000,PONU6970693,45,CT01-B-05-2,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,14225
2026-01-21T01:10:49.107981,PONU6970693,20,CT04-Terminal,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,536
2026-01-22T15:43:00.000000,PONU6970693,40,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,14890
2026-01-20T11:51:00.000000,TCNU4552125,40,CT01-A-12-1,,ESTIMATE,mnr_system_dump.xlsx,538
2026-01-14T21:18:00.000000,MSCU5273990,45,CT01-Yard-A,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,539
2026-01-06T15:58:08.603594,PONU8705925,45,CT02-C-20-4,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,540
2026-01-06T08:06:00.182926,PONU8705925,20,CT01-Yard-A,,AUTHORIZATION,mnr_system_dump.xlsx,21438
2026-01-06T23:58:00.000000,PONU8705925,45,CT03-Depot,Door hinge loose,REPAIRED,mnr_system_dump.xlsx,4810
2026-01-06T03:43:00.000000,PONU8705925,45,CT01-A-12-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,21814
2026-01-17T02:21:00.000000,HLCU9635523,20,CT03-Depot,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,20036
2026-01-15T13:59:00.000000,HLCU9635523,40,CT04-B-10-3,Floor broken,COMPLETED,mnr_system_dump.xlsx,541
2026-01-13T03:47:00.000000,PONU1841830,40,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,10555
2026-01-08T22:03:00.000000,PONU1841830,20,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,543
2026-01-10T16:15:00.000000,TCNU5400140,45,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,778
2026-01-03T22:38:00.000000,TCNU5400140,20,CT03-A-01-1,,AUTHORIZATION,mnr_system_dump.xlsx,544
2026-01-10T16:15:00.000000,TCNU5400140,40,CT01-B-05-2,,REPAIRED,mnr_system_dump.xlsx,4063
2026-01-05T23:57:58.473767,TCNU5400140,40,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,12477
2026-01-12T21:10:00.000000,HLCU3958110,40,CT04-Terminal,,ESTIMATE,mnr_system_dump.xlsx,545
2026-01-21T17:19:00.000000,HLCU3958110,40,CT02-Yard-B,,APPROVAL,mnr_system_dump.xlsx,14103
2026-01-14T11:54:41.524201,HLCU3958110,20,CT02-C-20-4,Floor broken,COMPLETED,mnr_system_dump.xlsx,12745
2026-01-14T06:17:00.000000,MSCU3539905,20,CT03-A-01-1,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,546
2026-01-19T09:31:00.000000,MSCU8367372,45,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,547
2026-01-19T18:14:07.692485,MSCU8367372,40,CT04-B-10-3,Dent on panel,AUTHORIZATION,mnr_system_dump.xlsx,21078
2026-01-19T20:59:29.646242,MSCU8367372,40,CT01-Yard-A,Floor broken,REPAIRED,mnr_system_dump.xlsx,6898
2026-01-19T22:49:00.000000,MSCU8367372,45,CT01-A-12-1,Floor broken,COMPLETED,mnr_system_dump.xlsx,6108
2025-12-31T08:06:10.982338,PONU6222782,20,CT01-B-05-2,,ESTIMATE,mnr_system_dump.xlsx,550
2025-12-29T12:50:00.000000,PONU6222782,40,CT01-Yard-A,,APPROVAL,mnr_system_dump.xlsx,2114
2026-01-20T23:49:00.000000,PONU6222782,40,CT04-B-10-3,Dent on panel,COMPLETED,mnr_system_dump.xlsx,10774
2025-12-25T01:28:00.000000,PONU3760293,20,CT03-Depot,Floor broken,AUTHORIZATION,mnr_system_dump.xlsx,551
2026-01-10T12:00:00.000000,HLCU3228404,40,CT03-Depot,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,552
2026-01-15T21:41:02.039274,HLCU3228404,20,CT04-B-10-3,Dent on panel,APPROVAL,mnr_system_dump.xlsx,19937
2026-01-16T18:29:00.000000,HLCU3228404,45,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,6579
2026-01-15T10:48:00.000000,HLCU6244298,45,CT01-B-05-2,Floor broken,ESTIMATE,mnr_system_dump.xlsx,15317
2026-01-13T17:47:00.000000,HLCU6244298,40,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,553
2026-01-03T19:09:00.000000,HLCU9902320,20,CT01-A-12-1,,REPAIRED,mnr_system_dump.xlsx,555
2026-01-15T12:49:00.000000,MSCU7009432,40,CT03-A-01-1,Floor broken,ESTIMATE,mnr_system_dump.xlsx,556
2026-01-16T03:46:00.000000,MSCU7009432,45,CT03-A-01-1,Dent on panel,COMPLETED,mnr_system_dump.xlsx,9023
2026-01-06T14:29:00.000000,MSCU4362241,40,CT03-A-01-1,Dent on panel,ESTIMATE,mnr_system_dump.xlsx,557
2026-01-06T14:29:00.000000,MSCU4362241,40,CT03-Depot,Door hinge loose,COMPLETED,mnr_system_dump.xlsx,3228
2026-01-15T15:04:54.732364,MSCU4017062,40,CT04-Terminal,,ESTIMATE,mnr_system_dump.xlsx,13187
2026-01-14T13:11:51.405723,MSCU4017062,45,CT04-Terminal,,APPROVAL,mnr_system_dump.xlsx,10454
2026-01-20T04:45:00.000000,MSCU4017062,20,CT04-Terminal,Floor broken,COMPLETED,mnr_system_dump.xlsx,558
2026-01-15T06:49:00.000000,HLCU8091887,20,CT03-A-01-1,,ESTIMATE,mnr_system_dump.xlsx,5612
2026-01-17T04:38:00.000000,HLCU8091887,20,CT02-C-20-4,,COMPLETED,mnr_system_dump.xlsx,560
2026-01-19T15:05:45.340773,PONU2373678,45,CT01-Yard-A,,ESTIMATE,mnr_system_dump.xlsx,561
2026-01-23T05:29:00.000000,PONU2373678,20,CT04-Terminal,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,17929
2026-01-23T05:29:00.000000,PONU2373678,20,CT01-B-05-2,,COMPLETED,mnr_system_dump.xlsx,17880
2026-01-08T11:14:00.000000,HLCU2466166,20,CT04-Terminal,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,562
2026-01-15T04:48:00.000000,HLCU2466166,40,CT01-A-12-1,,COMPLETED,mnr_system_dump.xlsx,5133
2026-01-21T12:24:37.975299,TCNU8237528,20,CT01-Yard-A,Door hinge loose,ESTIMATE,mnr_system_dump.xlsx,13386
2026-01-21T12:25:00.000000,TCNU8237528,20,CT01-A-12-1,,AUTHORIZATION,mnr_system_dump.xlsx,21946
2026-01-21T12:25:00.000000,TCNU8237528,45,CT03-Depot,Door hinge loose,APPROVAL,mnr_system_dump.xlsx,563
2026-01-21T12:24:00.000000,TCNU8237528,40,CT03-A-01-1,,APPROVAL,mnr_system_dump.xlsx,17297
